feature,mean_abs_shap,std_abs_shap,split_12,split_14,split_9,split_4,split_11,split_10,split_5,split_3,split_2,split_7,split_13,split_8,split_1,split_6,split_15,rank
base_TriangleCount,0.0777843967251346,0.0074180356605557446,0.08298251206251477,0.07426383349507316,0.08452244220472808,0.07826967268420874,0.07401723831278598,0.08362653982043844,0.07211099101313109,0.0741703565456917,0.08938225948636648,0.08077154707440297,0.075264429992458,0.09186637707022036,0.0722871134210603,0.06969620547955825,0.06353443221438065,1
protein_MedianUniqueRatio,0.06781802487683421,0.00504177604952578,0.056294948251494024,0.06422181185634757,0.06757728559071952,0.06990019817550099,0.06882594626102911,0.06771042842275454,0.06874507610114926,0.07093174618332934,0.07507050455807522,0.06414329940642373,0.07173164404152965,0.061128601754074904,0.06523835302749287,0.06865447974831453,0.0770960497742777,2
protein_MedComplexNodes,0.05555530543505634,0.0043494814826125485,0.05912996005927908,0.05825326954219346,0.047068637931031665,0.05317524032743553,0.06138311524735821,0.05522097243062482,0.05056996010895847,0.057237018589003485,0.05283485791362511,0.053885265883335046,0.051189155450385174,0.054986630046758,0.0637378093333493,0.054054192543394684,0.060603496119112935,3
base_AvgNeighbourDegree,0.034250988872075123,0.005050797078717992,0.03187559089757985,0.045031464914489276,0.0326473844874824,0.03645354493242516,0.03258814172290523,0.027668576907665,0.03768705538778649,0.03661805514227236,0.02796239778455087,0.034062300361896,0.03225241910474937,0.028886895703833057,0.044577680327132795,0.030961150177186345,0.03449217522917267,4
base_UniquePartners,0.02455138406613574,0.0015536137506991178,0.025407770325803377,0.02426517337256026,0.027284543030160056,0.023066762615649303,0.023076809622287902,0.024959516910404145,0.023532527747498703,0.02331568658580475,0.025713860745967113,0.024998929647131848,0.026130930204809104,0.024008099637727195,0.02123227857477299,0.026881198275617208,0.02439667369584218,5
protein_RangeComplexNodes,0.018343400628713806,0.002703609849583023,0.023131560772727565,0.018372492182501636,0.014723449636540528,0.01709402349450122,0.024135910660674147,0.016928807689271234,0.018600046197016638,0.01718216631346294,0.01922405353375672,0.013759804011632525,0.019096733844032113,0.018361656614262284,0.01528947907032858,0.01986562587887834,0.019385199531120632,6
protein_RangeUniqueRatio,0.012622732030996047,0.002042713223526877,0.011032428988129535,0.012724486612057107,0.008993641467525982,0.01367407212832071,0.009850651749520786,0.01712140240940026,0.013324755481324774,0.011674831368462767,0.010031230565229976,0.014622041119826663,0.012318405108201353,0.013682947738441292,0.013809652958116776,0.014326532804711741,0.012153899965670978,7
base_Degree,0.006157300835357993,0.001649174119414239,0.00705213557754063,0.004041017166504339,0.006549376725454484,0.008286395570835063,0.004684736743313709,0.007880630313540738,0.008757526965129244,0.008762626870103176,0.006874938190508004,0.005000539252390001,0.004300288261225254,0.006112742501813364,0.004208547522266328,0.004921786161498823,0.004926224708246734,8
base_LocalClustCoeff,0.004451688528995728,0.0009723823183074583,0.00587098690269994,0.006024204993943474,0.004117004820793138,0.004412350863087345,0.0036841140781606416,0.004067153976330852,0.004252097853879149,0.003540956964955584,0.0038727660145400286,0.00551969786669858,0.003234293426684646,0.004185823288074582,0.0064548564435722555,0.0038135653314323014,0.0037254551100833868,9
