comparison,splits_file,n_splits,model,mean_diff,std_diff,cohens_dz,wins,losses,ties,p_greater,p_two_sided
hb_graph_vs_pairwise,chembl_protein_splits.csv,50,RandomForest,0.10527579939684426,0.07047592414443457,1.4937838797415444,47,3,0,1.8541612689659814e-11,3.708322537931963e-11
hb_graph_vs_hypergraph,chembl_protein_splits.csv,50,RandomForest,0.07043431568831965,0.046287972568260956,1.5216548010274167,47,3,0,1.8541612689659814e-11,3.708322537931963e-11
hypergraph_vs_pairwise,chembl_protein_splits.csv,50,RandomForest,0.03484148370852463,0.05921351051268106,0.5884042916365014,38,12,0,0.00015293200080179759,0.00030586400160359517
hyper_flag_vs_hypergraph,chembl_protein_splits.csv,50,RandomForest,0.025087866238619343,0.026736728275330152,0.938329700637598,42,8,0,5.81777902297631e-07,1.163555804595262e-06
hb_graph_vs_hyper_flag,chembl_protein_splits.csv,50,RandomForest,0.04534644944970029,0.04627300361058076,0.9799763557888296,43,7,0,1.049338713698944e-07,2.098677427397888e-07
