feature,mean,std,median,n,is_noise
[noise × 4],-0.002389271760738815,0.007643233452343097,-0.0015313078396654409,60,True
rand_0,-0.0030425355567158707,0.00776147854294659,0.0009762478188003548,15,True
rand_1,-0.0020551338518151174,0.008635663183970388,-0.0003471236777542838,15,True
rand_2,-0.0018620177765487733,0.007544715028683049,-0.0028221238906686237,15,True
rand_3,-0.002597399857875496,0.006409243478481084,-0.0038347212836522247,15,True
