model,family,tier,split_index,pr_auc,n_train,n_test,n_features,seed,best_params
TabPFN,Amortised,hb_graph,12,0.3302029499436493,2740,648,14,42,{}
TabPFN,Amortised,pairwise,13,0.16111189094377096,2636,752,4,42,{}
TabPFN,Amortised,hypergraph,13,0.2769895964723152,2636,752,8,42,{}
TabPFN,Amortised,hb_graph,13,0.3207080157092149,2636,752,14,42,{}
TabPFN,Amortised,pairwise,14,0.16051176880040388,2706,682,4,42,{}
TabPFN,Amortised,hypergraph,14,0.31701602033950615,2706,682,8,42,{}
TabPFN,Amortised,hb_graph,14,0.3945858254931356,2706,682,14,42,{}
TabPFN,Amortised,pairwise,15,0.22600745387039395,2684,704,4,42,{}
TabPFN,Amortised,hypergraph,15,0.3933930259016754,2684,704,8,42,{}
TabPFN,Amortised,hb_graph,15,0.42472534550243085,2684,704,14,42,{}
TabPFN,Amortised,pairwise,16,0.17907747636949223,2714,674,4,42,{}
TabPFN,Amortised,hypergraph,16,0.3034637986815325,2714,674,8,42,{}
TabPFN,Amortised,hb_graph,16,0.32471479969778816,2714,674,14,42,{}
TabPFN,Amortised,pairwise,17,0.18937571340414475,2667,721,4,42,{}
TabPFN,Amortised,hypergraph,17,0.31674019167178624,2667,721,8,42,{}
TabPFN,Amortised,hb_graph,17,0.3769159938733041,2667,721,14,42,{}
TabPFN,Amortised,pairwise,18,0.19515938816196446,2728,660,4,42,{}
TabPFN,Amortised,hypergraph,18,0.2679557016581777,2728,660,8,42,{}
TabPFN,Amortised,hb_graph,18,0.3146456473200626,2728,660,14,42,{}
TabPFN,Amortised,pairwise,19,0.2351030663865774,2763,625,4,42,{}
TabPFN,Amortised,hypergraph,19,0.3445473375659041,2763,625,8,42,{}
TabPFN,Amortised,hb_graph,19,0.34989764877467494,2763,625,14,42,{}
TabPFN,Amortised,pairwise,20,0.1580145280408107,2737,651,4,42,{}
TabPFN,Amortised,hypergraph,20,0.24848824120408589,2737,651,8,42,{}
TabPFN,Amortised,hb_graph,20,0.30936367595872294,2737,651,14,42,{}
TabPFN,Amortised,pairwise,21,0.21246271366078065,2738,650,4,42,{}
TabPFN,Amortised,hypergraph,21,0.37599705570863334,2738,650,8,42,{}
TabPFN,Amortised,hb_graph,21,0.5317658991320744,2738,650,14,42,{}
TabPFN,Amortised,pairwise,22,0.2208015932469606,2684,704,4,42,{}
TabPFN,Amortised,hypergraph,22,0.25545522202460275,2684,704,8,42,{}
TabPFN,Amortised,hb_graph,22,0.2622515492988592,2684,704,14,42,{}
TabPFN,Amortised,pairwise,23,0.15198355956710763,2689,699,4,42,{}
TabPFN,Amortised,hypergraph,23,0.2338901380906301,2689,699,8,42,{}
TabPFN,Amortised,hb_graph,23,0.2427552852417489,2689,699,14,42,{}
TabPFN,Amortised,pairwise,24,0.1754613098282619,2679,709,4,42,{}
TabPFN,Amortised,hypergraph,24,0.33841311157519804,2679,709,8,42,{}
TabPFN,Amortised,hb_graph,24,0.3319056649058947,2679,709,14,42,{}
TabPFN,Amortised,pairwise,25,0.3096523785380341,2736,652,4,42,{}
TabPFN,Amortised,hypergraph,25,0.3506628114794187,2736,652,8,42,{}
TabPFN,Amortised,hb_graph,25,0.35540097232658874,2736,652,14,42,{}
TabPFN,Amortised,pairwise,26,0.12007374212371866,2752,636,4,42,{}
TabPFN,Amortised,hypergraph,26,0.1452921128026808,2752,636,8,42,{}
TabPFN,Amortised,hb_graph,26,0.1701283719546846,2752,636,14,42,{}
TabPFN,Amortised,pairwise,27,0.19130854052894342,2686,702,4,42,{}
TabPFN,Amortised,hypergraph,27,0.24243192040380698,2686,702,8,42,{}
TabPFN,Amortised,hb_graph,27,0.2572334949536192,2686,702,14,42,{}
TabPFN,Amortised,pairwise,28,0.15139464761378454,2749,639,4,42,{}
TabPFN,Amortised,hypergraph,28,0.29274945397539714,2749,639,8,42,{}
TabPFN,Amortised,hb_graph,28,0.2538161865461544,2749,639,14,42,{}
TabPFN,Amortised,pairwise,29,0.1965403726708684,2656,732,4,42,{}
TabPFN,Amortised,hypergraph,29,0.25899905863377254,2656,732,8,42,{}
TabPFN,Amortised,hb_graph,29,0.2734993387929493,2656,732,14,42,{}
TabPFN,Amortised,pairwise,30,0.2682848606477249,2764,624,4,42,{}
TabPFN,Amortised,hypergraph,30,0.40279855460002617,2764,624,8,42,{}
TabPFN,Amortised,hb_graph,30,0.4672945911343685,2764,624,14,42,{}
TabPFN,Amortised,pairwise,31,0.13546202074646677,2740,648,4,42,{}
TabPFN,Amortised,hypergraph,31,0.2401257626805149,2740,648,8,42,{}
TabPFN,Amortised,hb_graph,31,0.2403403819725899,2740,648,14,42,{}
TabPFN,Amortised,pairwise,32,0.16550549285686209,2770,618,4,42,{}
TabPFN,Amortised,hypergraph,32,0.31603983117949713,2770,618,8,42,{}
TabPFN,Amortised,hb_graph,32,0.3837912628247427,2770,618,14,42,{}
TabPFN,Amortised,pairwise,33,0.15492645404745325,2699,689,4,42,{}
TabPFN,Amortised,hypergraph,33,0.31090337539859253,2699,689,8,42,{}
