model,family,tier,split_index,pr_auc,n_train,n_test,n_features,seed,best_params
LogisticRegression,Linear,pairwise,1,0.22678029747649428,4163,959,4,42,{'clf__C': np.float64(0.008111941985431923)}
LogisticRegression,Linear,hypergraph,1,0.4405048087162966,4163,959,8,42,{'clf__C': np.float64(1.0129197956845732)}
LogisticRegression,Linear,hb_graph,1,0.4311024289616255,4163,959,14,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,pairwise,2,0.25127279983757533,4149,973,4,42,{'clf__C': np.float64(0.0060252157362038605)}
LogisticRegression,Linear,hypergraph,2,0.474869970081502,4149,973,8,42,{'clf__C': np.float64(1.0129197956845732)}
LogisticRegression,Linear,hb_graph,2,0.454507668322217,4149,973,14,42,{'clf__C': np.float64(0.9846738873614566)}
LogisticRegression,Linear,pairwise,3,0.2472518605662042,4087,1035,4,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,hypergraph,3,0.43696210700885546,4087,1035,8,42,{'clf__C': np.float64(0.4205156450913872)}
LogisticRegression,Linear,hb_graph,3,0.4246482550971905,4087,1035,14,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,pairwise,4,0.31896990322910085,4127,995,4,42,{'clf__C': np.float64(3.4702669886504163)}
LogisticRegression,Linear,hypergraph,4,0.40745781312894574,4127,995,8,42,{'clf__C': np.float64(0.9846738873614566)}
LogisticRegression,Linear,hb_graph,4,0.4189083824738507,4127,995,14,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,pairwise,5,0.27130632067812177,4120,1002,4,42,{'clf__C': np.float64(56.69849511478853)}
LogisticRegression,Linear,hypergraph,5,0.43528716198745204,4120,1002,8,42,{'clf__C': np.float64(0.008260808399079604)}
LogisticRegression,Linear,hb_graph,5,0.4927332460218325,4120,1002,14,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,pairwise,6,0.2037932156543367,4132,990,4,42,{'clf__C': np.float64(0.008260808399079604)}
LogisticRegression,Linear,hypergraph,6,0.3431884593859507,4132,990,8,42,{'clf__C': np.float64(70.72114131472235)}
LogisticRegression,Linear,hb_graph,6,0.3560710389129792,4132,990,14,42,{'clf__C': np.float64(3.4702669886504163)}
LogisticRegression,Linear,pairwise,7,0.2480784845521503,4156,966,4,42,{'clf__C': np.float64(0.9846738873614566)}
LogisticRegression,Linear,hypergraph,7,0.45086032276128596,4156,966,8,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,hb_graph,7,0.47164670915094364,4156,966,14,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,pairwise,8,0.21944417111622144,4097,1025,4,42,{'clf__C': np.float64(0.011526449540315618)}
LogisticRegression,Linear,hypergraph,8,0.40044105061087815,4097,1025,8,42,{'clf__C': np.float64(4.5705630998014515)}
LogisticRegression,Linear,hb_graph,8,0.39362991086410104,4097,1025,14,42,{'clf__C': np.float64(4.5705630998014515)}
LogisticRegression,Linear,pairwise,9,0.2495226536339409,4106,1016,4,42,{'clf__C': np.float64(0.006026889128682512)}
LogisticRegression,Linear,hypergraph,9,0.4902697542189566,4106,1016,8,42,{'clf__C': np.float64(4.5705630998014515)}
LogisticRegression,Linear,hb_graph,9,0.5179511381058509,4106,1016,14,42,{'clf__C': np.float64(3.4702669886504163)}
LogisticRegression,Linear,pairwise,10,0.28824256900781536,4108,1014,4,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,hypergraph,10,0.4995746535833053,4108,1014,8,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,hb_graph,10,0.5156880097052338,4108,1014,14,42,{'clf__C': np.float64(0.9846738873614566)}
LogisticRegression,Linear,pairwise,11,0.19485777026381018,4055,1067,4,42,{'clf__C': np.float64(0.008111941985431923)}
LogisticRegression,Linear,hypergraph,11,0.43196256459091265,4055,1067,8,42,{'clf__C': np.float64(0.4205156450913872)}
LogisticRegression,Linear,hb_graph,11,0.4337281802382344,4055,1067,14,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,pairwise,12,0.23450816444989322,4060,1062,4,42,{'clf__C': np.float64(0.008260808399079604)}
LogisticRegression,Linear,hypergraph,12,0.46760184441513114,4060,1062,8,42,{'clf__C': np.float64(3.4702669886504163)}
LogisticRegression,Linear,hb_graph,12,0.4630045446975823,4060,1062,14,42,{'clf__C': np.float64(70.72114131472235)}
LogisticRegression,Linear,pairwise,13,0.27510570573918536,4122,1000,4,42,{'clf__C': np.float64(0.006026889128682512)}
LogisticRegression,Linear,hypergraph,13,0.4146737643849216,4122,1000,8,42,{'clf__C': np.float64(0.4205156450913872)}
LogisticRegression,Linear,hb_graph,13,0.4400779496323515,4122,1000,14,42,{'clf__C': np.float64(1.0129197956845732)}
LogisticRegression,Linear,pairwise,14,0.2179445666702688,4106,1016,4,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,hypergraph,14,0.4076445697261018,4106,1016,8,42,{'clf__C': np.float64(3.4702669886504163)}
LogisticRegression,Linear,hb_graph,14,0.41258703901394966,4106,1016,14,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,pairwise,15,0.20725572928665464,4065,1057,4,42,{'clf__C': np.float64(0.033205591037519584)}
LogisticRegression,Linear,hypergraph,15,0.38335548151897847,4065,1057,8,42,{'clf__C': np.float64(0.14445251022763064)}
