split_index,n_train,n_test,train_ess_pct,test_ess_pct,pairwise_pr_auc,hypergraph_pr_auc,hyper_flag_pr_auc,hb_graph_pr_auc
1,2750,638,6.218181818181818,5.4858934169279,0.16376520398569125,0.25563544305357094,0.2526146668786982,0.2583733048053315
2,2753,635,6.0297856883399925,6.299212598425196,0.15651806319316622,0.3256156072356617,0.3297037459760782,0.29998434537095753
3,2665,723,5.891181988742964,6.77731673582296,0.2012561966908491,0.21736171696516768,0.2065732084333701,0.2432460201671049
4,2657,731,5.871283402333459,6.839945280437757,0.1552034708271933,0.21125735623522304,0.24324404189701238,0.27667991454911334
5,2687,701,5.694082620022329,7.560627674750357,0.1603267997008024,0.21169166740756967,0.20539376298055684,0.25902717105250755
6,2749,639,5.9294288832302655,6.729264475743349,0.33470933769951783,0.3590561418894538,0.3563810776455176,0.3016782041179588
7,2722,666,6.39235855988244,4.804804804804805,0.2767245713863271,0.2292511104110665,0.2693332394375425,0.21920200966404424
8,2694,694,6.124721603563475,5.9077809798270895,0.1925117328495059,0.1644086838149258,0.19019181391014664,0.21151891710544754
9,2784,604,5.962643678160919,6.622516556291391,0.22786015348903377,0.367923232069843,0.284294004113226,0.41299499157454306
10,2785,603,5.9245960502693,6.799336650082918,0.25850692481143767,0.3035229030628818,0.3465026687578572,0.3521100421451058
11,2769,619,6.247742867461177,5.3311793214862675,0.12662884718659556,0.2867128959029124,0.2693102108174698,0.2634938523388048
12,2740,648,6.240875912408759,5.401234567901234,0.14611455135320023,0.24491193583671267,0.2187654890134646,0.3161728298560591
13,2636,752,5.804248861911987,7.047872340425531,0.19941841160778587,0.20919196228866588,0.2293798417547127,0.2785128269566637
14,2706,682,6.245380635624538,5.425219941348973,0.26483328810062845,0.30622371851665764,0.2824642311291839,0.3474542573164296
15,2684,704,5.923994038748138,6.676136363636363,0.20850637760494922,0.25735588584873215,0.3364057482036194,0.309688012701004
16,2714,674,6.226971260132646,5.489614243323442,0.240814938267256,0.2504424461764418,0.31913050197231685,0.33516912082555966
17,2667,721,5.699287589051369,7.489597780859916,0.1552695396205099,0.3055677965325948,0.2658800482217693,0.3286737377964277
18,2728,660,5.828445747800586,7.121212121212121,0.2514932936833713,0.2785635950536574,0.30713639615183846,0.27926038121872065
19,2763,625,5.89938472674629,6.88,0.27449113862852276,0.27909385642036644,0.2942091966360178,0.26311751901284675
20,2737,651,5.9554256485202774,6.605222734254992,0.18027495931678567,0.22388874346398743,0.17444294666395946,0.21777716126053842
21,2738,650,5.807158509861213,7.230769230769231,0.2490711032722827,0.3260831887103959,0.34920031638359533,0.34233816072057804
22,2684,704,6.259314456035768,5.3977272727272725,0.17401246474979642,0.16319627276037882,0.20334073541306258,0.2566937567267055
23,2689,699,5.912978802528821,6.723891273247497,0.18649531301205538,0.19908397004880157,0.19400559811007778,0.2039035053850079
24,2679,709,5.89772303098171,6.770098730606488,0.2238393160210364,0.2928010393355524,0.30809303131744725,0.30179831141981
25,2736,652,6.25,5.368098159509203,0.25254443274128496,0.3028928801795683,0.3144786903004677,0.3060938761091854
26,2752,636,6.359011627906977,4.8742138364779874,0.13050453259906777,0.10871833319999333,0.11528371467245842,0.12996324845278612
27,2686,702,6.031273268801192,6.267806267806268,0.20552222918659172,0.21543666526889946,0.2093766847973713,0.23344696661516207
28,2749,639,6.220443797744634,5.477308294209703,0.16542232035012117,0.23837438836690633,0.2628355955004205,0.21381244112410247
29,2656,732,5.6852409638554215,7.5136612021857925,0.25613923656512183,0.25608192074765224,0.27424767791904486,0.2708283999773242
30,2764,624,5.752532561505065,7.532051282051282,0.285839309538744,0.37875117602229386,0.3401475306713665,0.42357870336145453
31,2740,648,6.131386861313868,5.864197530864197,0.14602693666336103,0.11563301293313234,0.14085873039769473,0.22008210697458286
32,2770,618,6.31768953068592,5.016181229773463,0.14981295275985995,0.32697675049005764,0.3365823569952389,0.33072730911424914
33,2699,689,6.002223045572435,6.386066763425253,0.18891163196934674,0.2750311510975476,0.24192949428968263,0.2200778134927025
