model,family,n_splits,pairwise_mean,pairwise_std,hypergraph_mean,hypergraph_std,hb_graph_mean,hb_graph_std,H1_mean_diff,H1_dz,H1_wins,H1_losses,H1_p,H2_mean_diff,H2_dz,H2_wins,H2_losses,H2_p,total_mean_diff,total_dz,total_wins,total_losses,total_p
TabPFN,Amortised,50,0.56686668546,0.09820386505053123,0.62090186342,0.08299487127431375,0.6270894788,0.077257929648459,0.05403517796,1.0513921110705908,42,8,5.81777902297631e-07,0.006187615379999998,0.34008403568046736,33,17,0.016419568782134242,0.06022279334,1.0944908209004691,46,4,2.2308910274659866e-10
RandomForest,Bagged trees,50,0.56620134668,0.09639354389902621,0.5828633759999999,0.08605324162010712,0.59364639432,0.08817351275288893,0.016662029320000004,0.38571437140781256,40,10,1.1930665838377763e-05,0.010783018319999994,0.3154398230107911,34,16,0.007673338916315053,0.027445047639999994,0.519739398581611,37,13,0.0004681114554259125
LightGBM,Boosted trees,50,0.54908252124,0.09873079884102848,0.5552939480600001,0.08812096072967103,0.58010046288,0.08953599675036303,0.006211426820000011,0.09227543480578042,27,23,0.3359055168826828,0.024806514819999986,0.5092429212330778,35,15,0.003300223983405459,0.031017941639999994,0.5008251550697629,39,11,4.5107450535653015e-05
XGBoost,Boosted trees,50,0.55850151558,0.0950582834292716,0.5784474721999999,0.08730741383984741,0.59507213138,0.08538563025243755,0.019945956619999997,0.3463575568904353,35,15,0.003300223983405459,0.01662465918,0.4680353629313826,36,14,0.0013010857283610733,0.036570615800000005,0.7033304430776266,38,12,0.00015293200080179759
RBF-SVM,Kernel,50,0.4925501691306671,0.11414817194781118,0.519901772809915,0.11352437978189245,0.5359257936588147,0.10948729683030545,0.027351603679247855,0.6169013955445558,38,12,0.00015293200080179759,0.01602402084889974,0.3819630857645286,42,8,5.81777902297631e-07,0.04337562452814759,0.8738421930108136,42,8,5.81777902297631e-07
LogisticRegression,Linear,50,0.48488711712,0.11197864166698625,0.52733083098,0.1205831490102901,0.54359016478,0.10745540701749295,0.04244371386,0.8620271278265859,42,8,5.81777902297631e-07,0.016259333800000008,0.3999157200058009,39,11,4.5107450535653015e-05,0.05870304766000002,1.2351416581678143,45,5,2.104926011270436e-09
MLP,Neural,50,0.48277232172000006,0.10985821398989058,0.5283529931200001,0.10477617443739767,0.54335148436,0.10351734585608277,0.045580671399999995,0.8591769676248452,41,9,2.8070500466270687e-06,0.014998491240000002,0.42481055858374767,34,16,0.007673338916315053,0.06057916264,1.2353429210368663,44,6,1.6218702825199216e-08
