model,family,tier,split_index,pr_auc,n_train,n_test,n_features,seed,best_params
LogisticRegression,Linear,pairwise,1,0.398211481,2612,694,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,1,0.41566679,2612,694,8,42,{'clf__C': np.float64(0.4205156450913872)}
LogisticRegression,Linear,hb_graph,1,0.453816399,2612,694,14,42,{'clf__C': np.float64(0.4205156450913872)}
LogisticRegression,Linear,pairwise,2,0.376844089,2680,626,4,42,{'clf__C': np.float64(0.011526449540315618)}
LogisticRegression,Linear,hypergraph,2,0.425677883,2680,626,8,42,{'clf__C': np.float64(0.0745934328572655)}
LogisticRegression,Linear,hb_graph,2,0.502189294,2680,626,14,42,{'clf__C': np.float64(0.4205156450913872)}
LogisticRegression,Linear,pairwise,3,0.678705193,2594,712,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,3,0.666166684,2594,712,8,42,{'clf__C': np.float64(1.0129197956845732)}
LogisticRegression,Linear,hb_graph,3,0.640428294,2594,712,14,42,{'clf__C': np.float64(0.4205156450913872)}
LogisticRegression,Linear,pairwise,4,0.443881512,2649,657,4,42,{'clf__C': np.float64(0.033205591037519584)}
LogisticRegression,Linear,hypergraph,4,0.496297179,2649,657,8,42,{'clf__C': np.float64(0.033205591037519584)}
LogisticRegression,Linear,hb_graph,4,0.575366966,2649,657,14,42,{'clf__C': np.float64(3.4702669886504163)}
LogisticRegression,Linear,pairwise,5,0.651542454,2633,673,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,5,0.678639874,2633,673,8,42,{'clf__C': np.float64(0.028585493941961918)}
LogisticRegression,Linear,hb_graph,5,0.676424899,2633,673,14,42,{'clf__C': np.float64(0.008260808399079604)}
LogisticRegression,Linear,pairwise,6,0.554960302,2754,552,4,42,{'clf__C': np.float64(0.006026889128682512)}
LogisticRegression,Linear,hypergraph,6,0.624255074,2754,552,8,42,{'clf__C': np.float64(0.033205591037519584)}
