model,family,n_splits,pairwise_mean,pairwise_std,hypergraph_mean,hypergraph_std,hb_graph_mean,hb_graph_std,H1_mean_diff,H1_dz,H1_wins,H1_losses,H1_p,H2_mean_diff,H2_dz,H2_wins,H2_losses,H2_p,total_mean_diff,total_dz,total_wins,total_losses,total_p
TabPFN,Amortised,50,0.566866685,0.098203865,0.620901863,0.082994871,0.627089479,0.07725793,0.054035178,1.051392111,42,8,5.82E-07,0.006187615,0.340084036,33,17,0.016419569,0.060222793,1.094490821,46,4,2.23E-10
RandomForest,Bagged trees,50,0.566201347,0.096393544,0.582863376,0.086053242,0.593646394,0.088173513,0.016662029,0.385714371,40,10,1.19E-05,0.010783018,0.315439823,34,16,0.007673339,0.027445048,0.519739399,37,13,0.000468111
XGBoost,Boosted trees,50,0.558501516,0.095058283,0.578447472,0.087307414,0.595072131,0.08538563,0.019945957,0.346357557,35,15,0.003300224,0.016624659,0.468035363,36,14,0.001301086,0.036570616,0.703330443,38,12,0.000152932
LogisticRegression,Linear,50,0.484887117,0.111978642,0.527330831,0.120583149,0.543590165,0.107455407,0.042443714,0.862027128,42,8,5.82E-07,0.016259334,0.39991572,39,11,4.51E-05,0.058703048,1.235141658,45,5,2.10E-09
