split_index,n_train,n_test,train_ess_pct,test_ess_pct,hypergraph_pr_auc,hypergraph_f1,hyper_nostoich_pr_auc,hyper_nostoich_f1,pairwise_pr_auc,pairwise_f1,pr_auc_diff,f1_diff,stoich_pr_auc_diff,stoich_f1_diff
1,3986,1068,17.41093828399398,17.04119850187266,0.3274353162786738,0.36524822695035464,0.3237525971395587,0.36427320490367776,0.3042843874818271,0.3684210526315789,0.02315092879684666,-0.0031728256812242894,0.0036827191391151093,0.0009750220466768766
2,4108,946,16.893865628042843,19.23890063424947,0.6336407363161901,0.5261044176706827,0.6341137421231731,0.5252525252525253,0.6190146306966354,0.532258064516129,0.014626105619554686,-0.006153646845446281,-0.00047300580698295125,0.0008518924181574183
3,4031,1023,16.745224510047134,19.64809384164223,0.40931648011083027,0.4292237442922374,0.40856892631339414,0.42879019908116384,0.3745600216682537,0.43125,0.03475645844257658,-0.002026255707762603,0.000747553797436129,0.0004335452110735827
4,4075,979,17.693251533742334,15.832482124616956,0.5353903746093995,0.49029126213592233,0.49020029645246904,0.49417249417249415,0.5032846105765283,0.48325358851674644,0.03210576403287124,0.007037673619175899,0.04519007815693049,-0.0038812320365718134
5,4024,1030,18.389662027833,13.203883495145632,0.3864628988551441,0.4330357142857143,0.3825064849785135,0.4246575342465753,0.3640402741406875,0.41935483870967744,0.022422624714456607,0.013680875576036866,0.003956413876630649,0.008378180039138983
6,4110,944,17.104622871046228,18.326271186440678,0.42677705065011146,0.4574898785425101,0.42411002887233845,0.45098039215686275,0.42385488380404235,0.4567901234567901,0.0029221668460691075,0.0006997550857200108,0.0026670217777730043,0.006509486385647356
7,4170,884,17.074340527577938,18.552036199095024,0.6405041719156378,0.5495867768595041,0.6417103591958018,0.5488565488565489,0.6009527025195142,0.4940239043824701,0.03955146939612364,0.05556287247703395,-0.0012061872801639728,0.0007302280029551911
8,3931,1123,16.89137624014246,18.8780053428317,0.4499048596437739,0.48135593220338985,0.4501522177010489,0.4736,0.4646415235752034,0.46904315196998125,-0.014736663931429472,0.012312780233408593,-0.0002473580572749934,0.007755932203389826
9,4047,1007,15.048183839881393,26.514399205561073,0.5718801189941098,0.5348101265822784,0.5727962687711786,0.5434439178515008,0.6067302349469106,0.5259938837920489,-0.03485011595280074,0.008816242790229523,-0.0009161497770687754,-0.008633791269222368
10,4016,1038,17.15637450199203,18.015414258188827,0.5695318028001928,0.5060240963855421,0.5527371879993169,0.5008635578583766,0.5131174364616952,0.47920133111480867,0.05641436633849761,0.026822765270733462,0.01679461480087585,0.005160538527165581
11,4044,1010,15.702274975272006,23.86138613861386,0.5835449925573657,0.5457227138643068,0.5932111421539905,0.5446559297218155,0.5937233684373708,0.5306748466257669,-0.010178375880005142,0.015047867238539903,-0.009666149596624818,0.0010667841424912838
12,3843,1211,18.13687223523289,14.781172584640792,0.46980418628028464,0.43826086956521737,0.46854816344487765,0.43902439024390244,0.41160035400377004,0.40947546531302875,0.0582038322765146,0.028785404252188618,0.0012560228354069891,-0.0007635206786850701
13,4032,1022,17.782738095238095,15.557729941291583,0.4243144211994864,0.46846846846846846,0.42616795771557053,0.4658119658119658,0.48159277636174436,0.4588910133843212,-0.05727835516225793,0.009577455084147257,-0.0018535365160841089,0.002656502656502635
14,4168,886,17.85028790786948,14.89841986455982,0.46282577349353954,0.49363867684478374,0.4626860422466513,0.4860759493670886,0.40626086911504516,0.43935926773455375,0.056564904378494374,0.05427940911022999,0.00013973124688826388,0.0075627274776951525
15,4019,1035,17.666086091067427,16.03864734299517,0.44834636505026704,0.4567901234567901,0.44496323535129917,0.4577319587628866,0.39423327615362136,0.41365461847389556,0.05411308889664568,0.043135504982894535,0.0033831296989678683,-0.0009418353060964835
