comparison,splits_file,n_splits,model,mean_diff,std_diff,cohens_dz,wins,losses,ties,p_greater,p_two_sided
hb_graph_vs_pairwise,ess_protein_splits.csv,50,RandomForest,0.0409156459050163,0.052140355722836484,0.7847212650890302,41,9,0,2.8070500466270687e-06,5.614100093254137e-06
hb_graph_vs_hypergraph,ess_protein_splits.csv,50,RandomForest,0.011897026154166102,0.0262935301042702,0.4524697181012589,34,16,0,0.007673338916315053,0.015346677832630107
hypergraph_vs_pairwise,ess_protein_splits.csv,50,RandomForest,0.029018619750850193,0.047443162768268904,0.6116501948360518,41,9,0,2.8070500466270687e-06,5.614100093254137e-06
hyper_flag_vs_hypergraph,ess_protein_splits.csv,50,RandomForest,0.004174583088687346,0.022573822354763944,0.18493027113799132,29,21,0,0.16111816017877345,0.3222363203575469
hb_graph_vs_hyper_flag,ess_protein_splits.csv,50,RandomForest,0.007722443065478753,0.020941667900242728,0.3687596948946576,33,17,0,0.016419568782134242,0.032839137564268484
