feature,mean,std,median,n,is_noise
protein_MedianUniqueRatio,0.05617400954796627,0.01777365308528293,0.05847525728903516,150,False
protein_MedComplexNodes,0.041124448183144285,0.016072266571536507,0.042128962399209546,150,False
base_Degree,0.027899864970963813,0.016415224010067047,0.025967307700241006,150,False
protein_RangeUniqueRatio,0.01771223996179492,0.01499837859696322,0.01812058888142669,150,False
base_TriangleCount,0.013158797511984045,0.01082846714056074,0.01182401129419831,150,False
protein_RangeComplexNodes,0.010126840378655785,0.009221028748161619,0.009791039565295423,150,False
stoich_MedianRatio,0.008883906793731855,0.019600120616131658,0.007467001937852116,150,False
base_AvgNeighbourDegree,0.00839308218151633,0.0091477554005706,0.007640886935739267,150,False
base_LocalClustCoeff,0.007735994103143729,0.009134027996512526,0.005493494421955622,150,False
base_UniquePartners,0.0029529683825593772,0.006923619880706623,0.0029468420279541276,150,False
stoich_MedComplexSize,0.002772723486241351,0.012287158410402248,0.0029134924803799187,150,False
stoich_RangeComplexSize,8.532498137263818e-05,0.001664480947285183,8.267549045676281e-05,150,False
stoich_WeightedTriangles,5.170331622208673e-05,0.001413464461969561,0.00017929555398159546,150,False
stoich_RangeRatio,-0.0005099783600173414,0.0013250361418673917,-0.00020695530691899888,150,False
stoich_AvgNeighbourDegreeStoich,-0.0012233356700114,0.0022968483561317432,-0.001071561157915793,150,False
[noise × 5],-0.0002645542191600611,0.006464297665564302,-8.874930297473327e-05,750,True
rand_0,-0.00039337430899067093,0.00618514071386086,-0.0002705230850806595,150,True
rand_1,-2.4830822141915694e-05,0.0061609088037995665,-0.0004387174063096411,150,True
rand_2,-0.0005542924948153473,0.006945043842509346,-0.00044849703224530133,150,True
rand_3,-0.0003579492333504818,0.006831648697628626,-0.00013018653147479355,150,True
rand_4,7.67576349810987e-06,0.006130012946216597,0.0003508688891328854,150,True
