split_index,n_train,n_test,train_ess_pct,test_ess_pct,pairwise_pr_auc,pairwise_f1,hypergraph_pr_auc,hypergraph_f1,hyper_flag_pr_auc,hyper_flag_f1,hb_graph_pr_auc,hb_graph_f1,pr_auc_diff,f1_diff,stoich_pr_auc_diff,stoich_f1_diff,annot_pr_auc_diff,value_pr_auc_diff
1,4051,1071,12.021723031350284,12.138188608776844,0.3516949479327538,0.33266533066132264,0.4577062425116246,0.44768856447688565,0.46851176129826766,0.42660550458715596,0.48907796259232295,0.4392523364485981,0.13738301465956915,0.10658700578727548,0.03137172008069833,-0.008436228028287529,0.010805518786643042,0.020566201294055286
2,4192,930,12.23759541984733,11.182795698924732,0.382263620394454,0.3397129186602871,0.4569812051200175,0.39664804469273746,0.4514267512481133,0.3954802259887006,0.4560065477341485,0.40588235294117647,0.07374292733969451,0.0661694342808894,-0.0009746573858689933,0.009234308248439016,-0.005554453871904175,0.004579796486035181
3,3971,1151,12.238730798287586,11.381407471763684,0.34792303149107706,0.3493282149712092,0.4425304194322633,0.3875968992248062,0.4499940360894731,0.3865979381443299,0.45507190983456697,0.4052631578947368,0.1071488783434899,0.05593494292352763,0.012541490402303679,0.0176662586699306,0.007463616657209793,0.005077873745093886
4,4212,910,12.369420702754036,10.54945054945055,0.3740852266924567,0.37037037037037035,0.4516781278208298,0.36470588235294116,0.4643963643686881,0.3473389355742297,0.46286149613939886,0.3867069486404834,0.08877626944694217,0.016336578270113034,0.011183368318569087,0.022001066287542226,0.012718236547858308,-0.0015348682292892213
5,4146,976,12.373371924746744,10.655737704918032,0.36459559547959064,0.3671497584541063,0.3932519014600153,0.4080267558528428,0.3796883922410187,0.3987341772151899,0.3679485645421373,0.3987138263665595,0.0033529690625466735,0.0315640679124532,-0.025303336917878005,-0.009312929486283317,-0.013563509218996628,-0.011739827698881378
6,4208,914,12.286121673003802,10.940919037199125,0.40588185898082696,0.35714285714285715,0.4948467907673805,0.44525547445255476,0.48231342699806456,0.41009463722397477,0.4735156888531926,0.43086816720257237,0.06763382987236566,0.07372531005971522,-0.021331101914187856,-0.014387307249982384,-0.012533363769315908,-0.008797738144871947
7,4175,947,12.263473053892216,11.08764519535375,0.40425537053107946,0.3429844097995546,0.4800430542742984,0.4524590163934426,0.4702263001048924,0.4382716049382716,0.46071568594320794,0.45016077170418006,0.05646031541212848,0.10717636190462548,-0.019327368331090444,-0.0022982446892625408,-0.009816754169405972,-0.009510614161684472
8,4199,923,12.00285782329126,12.242686890574214,0.3465878562117026,0.36281179138321995,0.40157263813735844,0.37777777777777777,0.3964605461139933,0.372972972972973,0.40498028517236756,0.39080459770114945,0.05839242896066493,0.027992806317929497,0.0034076470350091204,0.01302681992337168,-0.005112092023365156,0.008519739058374276
9,4125,997,12.096969696969696,11.835506519558676,0.37407287717706755,0.3516949152542373,0.4343614681946463,0.46745562130177515,0.4263426210482761,0.45161290322580644,0.4188809771421591,0.46956521739130436,0.04480809996509155,0.11787030213706706,-0.015480491052487222,0.0021095960895292087,-0.008018847146370245,-0.007461643906116977
10,4074,1048,12.199312714776632,11.450381679389313,0.38007339095393916,0.3582089552238806,0.5402506779352622,0.42280285035629456,0.5627122883673698,0.43414634146341463,0.5793397583362191,0.4195121951219512,0.19926636738227993,0.06130323989807063,0.03908908040095693,-0.0032906552343433537,0.022461610432107593,0.01662746996884934
