feature,mean,std,median,min,max,n_splits,rank
protein_RangeUniqueRatio,0.07516764823622428,0.05890958046516402,0.08003742691903079,-0.010495773467789094,0.20298830449871774,50,1
protein_MedComplexNodes,0.05886553174846436,0.05161221012679072,0.05384301664079641,-0.017163090963708688,0.2054456135864539,50,2
base_Degree,0.042673689245469895,0.018597370795143457,0.04222724212372321,0.012334611840462311,0.07814842048193296,50,3
stoich_MedComplexSize,0.04171466765536381,0.04511258134101243,0.024551588871049385,-0.00410251271502578,0.19675362507076935,50,4
protein_RangeComplexNodes,0.01964734791981831,0.026716188687780053,0.007110378832091381,-0.018622958196265846,0.10104035708788048,50,5
stoich_WeightedTriangles,0.01821163271426773,0.01958831271676125,0.012000956007387851,-0.015692814054107534,0.07676978198232134,50,6
stoich_MedianRatio,0.015389887377200352,0.016645187603144117,0.013968921260084189,-0.007246212862424256,0.053369169554392325,50,7
stoich_AvgNeighbourDegreeStoich,0.01141715520602103,0.013517064471995147,0.008028512368441274,-0.017936204978811616,0.0402404832823819,50,8
stoich_RangeComplexSize,0.008194642345450398,0.011288418737238848,0.00481254827552393,-0.005420073650865881,0.04998157539382123,50,9
base_LocalClustCoeff,0.005403649601920472,0.019227612593213976,0.007179511553585313,-0.042625479086895214,0.045727741193407445,50,10
base_TriangleCount,0.004467708270425585,0.03867705412866502,-0.0001806284202947844,-0.08071989256332235,0.12903423850811063,50,11
base_AvgNeighbourDegree,0.004309822429622915,0.01230199616877226,0.003834643387935532,-0.028820861725997664,0.0379753823838512,50,12
base_UniquePartners,0.0024105115396460086,0.013334584902121544,0.0009261007591805954,-0.022668680013826197,0.034336229209357,50,13
stoich_RangeRatio,-0.005715072230165975,0.013440003763326706,-0.0031097162220368735,-0.04994840591386751,0.013347297748022771,50,14
