base_Degree,base_LocalClustCoeff,base_TriangleCount,base_UniquePartners,base_AvgNeighbourDegree,protein_MedianUniqueRatio,protein_RangeUniqueRatio,protein_MedComplexNodes,protein_RangeComplexNodes,true_label
0.09547374414455131,0.0047449489852042425,0.027760078907160878,0.018100837299118357,-0.01094566060413177,0.083974146243544,0.0010852843655368312,0.08938816782077137,0.029120883923007834,1
-0.025635408820135246,-0.008400754348039378,-0.1165304165504973,0.002913051956417123,-0.01004783969797251,0.08809337853233562,0.0622145811914686,-0.14331322298851196,-0.03670281152026636,0
-0.00834028819523728,-0.0018187877804779803,-0.1089374670523658,-0.008271088780155037,-0.004549078613464486,-0.1347192198561409,0.05303902529292491,-0.16670919555803596,-0.01923429181413934,0
-0.00834028819523728,-0.0018187877804779803,-0.1089374670523658,-0.008271088780155037,-0.004549078613464486,-0.1347192198561409,0.05303902529292491,-0.16670919555803596,-0.01923429181413934,0
-0.021893638208516784,-0.004677130830171071,-0.09234233399073193,-0.00566105040544496,-0.004846956851196061,-0.12761891793868907,-0.03328973454685828,-0.16364973506075212,-0.017128012412700573,0
-0.021893638208516784,-0.004677130830171071,-0.09234233399073193,-0.00566105040544496,-0.004846956851196061,-0.12761891793868907,-0.03328973454685828,-0.16364973506075212,-0.017128012412700573,0
-0.021893638208516784,-0.004677130830171071,-0.09234233399073193,-0.00566105040544496,-0.004846956851196061,-0.12761891793868907,-0.03328973454685828,-0.16364973506075212,-0.017128012412700573,0
-0.021893638208516784,-0.004677130830171071,-0.09234233399073193,-0.00566105040544496,-0.004846956851196061,-0.12761891793868907,-0.03328973454685828,-0.16364973506075212,-0.017128012412700573,0
0.01177145002784758,-0.0013232256700627131,-0.09521729977412119,-0.005123804352540305,-0.008160084647330016,-0.12454226397043958,0.030104594303486536,-0.16188860551240664,-0.02273906520576901,0
-0.021893638208516784,-0.004677130830171071,-0.09234233399073193,-0.00566105040544496,-0.004846956851196061,-0.12761891793868907,-0.03328973454685828,-0.16364973506075212,-0.017128012412700573,0
-0.008471730297297505,-0.010696462212953062,-0.0925608846726894,-0.003197353271816114,-0.010565988811177839,-0.12482788820515497,-0.03289232018237056,-0.15351087980667547,-0.017626973233750006,0
-0.008471730297297505,-0.010696462212953062,-0.0925608846726894,-0.003197353271816114,-0.010565988811177839,-0.12482788820515497,-0.03289232018237056,-0.15351087980667547,-0.017626973233750006,0
-0.021893638208516784,-0.004677130830171071,-0.09234233399073193,-0.00566105040544496,-0.004846956851196061,-0.12761891793868907,-0.03328973454685828,-0.16364973506075212,-0.017128012412700573,0
-0.021893638208516784,-0.004677130830171071,-0.09234233399073193,-0.00566105040544496,-0.004846956851196061,-0.12761891793868907,-0.03328973454685828,-0.16364973506075212,-0.017128012412700573,0
-0.008471730297297505,-0.010696462212953062,-0.0925608846726894,-0.003197353271816114,-0.010565988811177839,-0.12482788820515497,-0.03289232018237056,-0.15351087980667547,-0.017626973233750006,0
0.03449087643408174,7.949218868592603e-05,-0.10205334501558144,-0.002530731317819192,-0.009301073367020393,-0.14848050161353585,0.04663088275451945,-0.1924153291218797,-0.02332484214389442,0
0.03771850139526451,-0.014348048391787192,0.01900452425679263,0.009314472558327708,-0.0046917863766659995,0.02946650791329896,0.023737139447317403,0.029504126683953733,0.018603372071720897,0
-0.03553430556399169,0.0004638180747364631,0.018065713582615932,0.0073111213084126395,0.0032924809772164683,0.03212925336749973,-0.014051743467840343,0.037035493830614837,0.01945006502177328,0
-0.007280514508290507,0.0005196456838021348,-0.10216832501265737,0.0016360962988743839,-0.006359022258060556,-0.14671606643130594,-0.030399400083678172,-0.17155535676648986,-0.018678500935656164,0
-0.003815612076270803,-0.004028940776764873,-0.03543156282233294,0.005191186180741352,0.002241342495827465,0.03158065809414475,-0.007446278744482438,0.03851940250886322,0.012907241032057924,0
-0.024349310574722945,-0.0011310924339245105,-0.0032069980869967366,0.006499210051109616,-0.0037452333410598415,-0.11537348216876488,-0.028190592117584904,-0.1266969083902432,0.004311504454392732,0
-0.021605367018792985,-0.003013136659395469,-0.09045716935720227,0.002195544413911388,-0.004471328188743572,-0.14155664448495703,-0.02899426046180991,-0.17309984301627193,-0.01789062428759731,0
-0.04697110579466847,-0.002422490296057568,0.022833320001985923,-0.02115109652341222,-0.03223429392923702,0.05523121078881119,-0.05159752851282993,0.052918374498352246,-0.019889255054427808,0
0.014290709138970322,-0.00277933311633543,-0.1089259630003469,0.008220926676927117,-0.003896566122823962,-0.1646504180039278,-0.03706672566785505,-0.185610120613891,0.0024010010497222947,0
0.051367476577690356,0.003338971872697771,0.02684122217898157,0.014581189486810545,-0.011306373164422562,0.020352569022127776,-0.009818762643383161,0.029305296845135748,0.023634292194135095,0
-0.02888963313292091,-0.000550620339472935,0.011778462900340958,-0.002595223388626125,-0.011854254529512193,-0.12501178777946376,-0.033719531934466834,-0.12145414965647396,0.0005529189590125624,0
0.06577411794649049,0.0024694636395203437,0.020643665852603934,0.024941974924771508,-0.018231001440606465,0.02149869448081953,0.01932337288276906,0.02748819695755083,0.026217125621842113,0
-0.03430789444771758,0.0016866003586094918,0.016114914900628722,0.011870426121014513,-0.017533494930448593,0.030000794680666593,0.01695699358896033,0.028890735193688753,0.02001489430894859,0
-0.028283133985170503,-0.0006850668983484105,0.018094807323143287,-0.0029272792749334814,-0.010052850425948178,-0.12773029847315753,-0.03385363108891883,-0.12756394182613467,-0.0014124889700718479,0
-0.04128326563799114,-0.0007945068779143067,0.015871344869946378,-0.019266412733881945,0.03643266135197726,0.0183415440711067,-0.037487926790115145,0.029261526811288817,-0.009270556399098212,0
-0.002540443113591257,0.001177255429480164,0.00470224077424037,-0.009190060162999867,-0.00567091684829505,-0.14682171200342775,-0.04206895743050269,-0.14281914338788496,-0.00019059284139664605,0
-0.022121032076601856,-0.0004074349716194873,0.004771542413236291,-0.0025957347477005726,0.003507373992439297,-0.13759011081753947,-0.034428715722678756,-0.13540028775208152,0.013108034170284527,0
-0.0266522069641301,-0.0006850668983484105,0.020297069493237903,-0.0025415829524283945,0.0030935638882111987,-0.1262000332643258,-0.032129010024361276,-0.12286414666044447,-0.0004408168877425211,0
-0.0266522069641301,-0.0006850668983484105,0.020297069493237903,-0.0025415829524283945,0.0030935638882111987,-0.1262000332643258,-0.032129010024361276,-0.12286414666044447,-0.0004408168877425211,0
-0.02589244209661385,-0.0006845384168025307,0.019299087274233795,-0.0025183540135257964,-0.003495237737576629,-0.12795985813662933,-0.032288931579896846,-0.12747063877163356,-0.0008861878776824411,0
0.03430341588793167,-0.010113735471589143,-0.040268822703397766,-0.010422977609286564,-0.0045446276056533685,-0.1266492040274669,0.039527145792263144,-0.11761576863904202,0.01927537504299186,0
0.04402497197096544,-0.023685846799807356,-0.07110986937768532,-0.0073002026688864345,-0.004686870619153705,-0.11883678620461023,0.03341284160359199,-0.12237941140745656,0.01785551451232047,0
0.030592743685250515,0.0025101825096352586,-0.07193071568014749,-0.008744944201609093,-0.00638416503784033,-0.12269695468584957,-0.03715432770406294,-0.12891415577636686,0.004425052440466775,0
0.02416485102673105,-0.00649436690481487,-0.08607891487029548,-0.006908242293766113,-0.00977761674485773,-0.12194598852908944,-0.029554750009260247,-0.12080440239766378,0.017142380973686852,0
