split_index,rand_pr_auc_mean,rand_pr_auc_std,pair_pr_auc_mean,pair_pr_auc_std,hyper_pr_auc_mean,hyper_pr_auc_std,rand_f1_mean,rand_f1_std,pair_f1_mean,pair_f1_std,hyper_f1_mean,hyper_f1_std
1,0.1176339831005151,0.005389888113798949,0.39161987150588135,0.028614468482003046,0.458274146742726,0.010924663891636474,0.04486502971757663,0.0657850123483347,0.3816274847336322,0.025105966658379174,0.4406713003193966,0.008202076010622849
2,0.1292241077304785,0.015833197275066487,0.2948992220310068,0.016525408640858708,0.3826985202419878,0.013060756625192876,0.0460084856565718,0.06288590695551115,0.3425298130018886,0.004192546317658222,0.4053028561891652,0.010873143596395306
3,0.12557162918989634,0.012585788637931849,0.36383527269037896,0.020958956358167236,0.5114529161670561,0.01490943588470171,0.07932961512228791,0.07624092696679642,0.3416975193955691,0.035688451028941824,0.4436855320274547,0.008060375661469672
4,0.17238511058663317,0.01090386039199338,0.3508801487709159,0.01479368268294422,0.43693877619661503,0.014082936902900663,0.10353808026667144,0.092943088112056,0.41581203840427106,0.09026647489346615,0.45006802515514693,0.0031353485137126276
5,0.10669329328880646,0.011436683073217496,0.30440138705953196,0.015600148681439208,0.3841964443662048,0.015958750467522376,0.04551418992612256,0.05760039403881482,0.33767060003694266,0.01647964610519249,0.35752218360268573,0.005954864330113261
6,0.12440573484871684,0.014413448314337479,0.30106395019667104,0.019560170136402055,0.3988772422814501,0.01720943402708849,0.12936823532164157,0.08651439682972219,0.33461762110223425,0.04707838970955629,0.36154323023698565,0.006619753164241478
7,0.10851363732577986,0.009159899246287557,0.2950454866202332,0.01825789828325862,0.38790277640993975,0.013806967763397472,0.04109115138375933,0.048422986960966787,0.3120162554407131,0.05198046816645433,0.4001599235158662,0.009653322914261537
8,0.12622486801003863,0.00930133151407932,0.39876582023167906,0.0246511642988922,0.4963856070854981,0.008615269232365299,0.0801464327372295,0.07671529417571626,0.3700500664805604,0.05005297023683498,0.4650241301277516,0.007113796518857148
9,0.08940273621109694,0.00992196620139941,0.2984045814922509,0.0160823141229474,0.44879309849148125,0.015588302312887159,0.04116152998008499,0.05008157980616313,0.2908027590375008,0.04794122561858904,0.39431588946992646,0.011971858966108839
10,0.11719623069605081,0.0119633194165721,0.3619991751540407,0.012250705866844937,0.41945921949062603,0.017331984288450033,0.07123918859995897,0.07192717612107123,0.3773956913042448,0.009673305499829659,0.4436400692387622,0.009740635199990902
11,0.08474275165027695,0.010827118557589843,0.2374028478680271,0.018343766776434997,0.22024508092179826,0.010135026971478377,0.05303574987794818,0.05113503492810565,0.28556940078754595,0.013792947457587917,0.27982621262134183,0.006170111050351836
12,0.12561398422956951,0.007217483132998056,0.3145158940720467,0.01651849448240017,0.4329184055840919,0.015792950556129642,0.06898911860720344,0.0692393291421332,0.3422064545605328,0.07506098182651344,0.41212670009622243,0.009588055933010152
13,0.14569655197671935,0.01341521228315238,0.3699307272667145,0.020845543323190902,0.45956540550489633,0.017946198950138076,0.05306268719126137,0.0740876541895461,0.38022654331907735,0.0569794444080181,0.436675215713188,0.004588402104436188
14,0.11303446813587952,0.011923534357111798,0.32744820420483955,0.01657080252795566,0.4313213060084037,0.01256099595435462,0.03635701275304759,0.028531022207633774,0.36611611037001424,0.010231132688101711,0.4217316087750519,0.005407204721665972
15,0.10016393566083874,0.01367245118942,0.2801636770964854,0.020822926008263822,0.39282788978638417,0.009894656976848387,0.05108181542847686,0.06295609511775672,0.2876089710328259,0.006902022771447305,0.4064341914263531,0.009646266300411509
MEAN_OVER_SPLITS,0.11910020150941979,0.011197678780330407,0.3260250844173802,0.018693096711466874,0.417457122351944,0.01385455538700611,0.0629858881713228,0.06500439319335521,0.3443964886005036,0.03609506489243804,0.40791513790101985,0.007781680999043286
