feature,mean,std,median,n,is_noise
pair_LocalClustCoeff,0.1371496362576453,0.03074148870750247,0.1315385496959749,150,False
pair_Degree,0.06232946837533697,0.02732560280203443,0.05961626305079524,150,False
pair_AvgNeighborDegree,0.059494144856140754,0.022246760121716797,0.05848966457257272,150,False
pair_TriangleCount,0.03400433083910959,0.010424872069411438,0.03358401165292878,150,False
[noise × 5],-4.343308966943863e-05,0.00867338416604798,-0.0002951490546394042,750,True
rand_0,-0.000443542265894977,0.008307869073263032,-0.0006665357184752418,150,True
rand_1,-0.0002327859110964032,0.008375551323250923,-0.00021754953358754382,150,True
rand_2,0.0005891796517755287,0.009487324948976578,0.00023390153694080872,150,True
rand_3,-0.0005801542745729423,0.008280221375420057,-0.0007381070579412646,150,True
rand_4,0.00045013735144160035,0.008790232824205985,0.00012683567572112364,150,True
