split_index,n_train,n_test,train_pos_pct,test_pos_pct,pairwise_pr_auc,pairwise_f1,hypergraph_pr_auc,hypergraph_f1,hyper_flag_pr_auc,hyper_flag_f1,hyper_recip_pr_auc,hyper_recip_f1,hb_graph_pr_auc,hb_graph_f1,pr_auc_diff,f1_diff,stoich_pr_auc_diff,stoich_f1_diff,annot_pr_auc_diff,value_pr_auc_diff,recip_pr_auc_diff,net_recip_pr_auc_diff
19,2625,681,24.19047619047619,20.26431718061674,0.35347832202946206,0.4742857142857143,0.40811646912126226,0.4764705882352941,0.3573723145979561,0.43613707165109034,0.4043478811141393,0.4585635359116022,0.4516091395075237,0.4540229885057471,0.09813081747806163,-0.020262725779967183,0.04349267038626142,-0.022447599729546963,-0.05074415452330616,0.09423682490956758,-0.003768588007122986,0.04726125839338441
20,2567,739,23.91897156213479,21.515561569688767,0.3333965171749741,0.4375,0.3418430376649966,0.4359673024523161,0.3799236090489999,0.4178272980501393,0.38549193001209875,0.47086247086247085,0.3396434624083045,0.4134078212290503,0.006246945233330414,-0.024092178770949713,-0.0021995752566920657,-0.022559481223265787,0.03808057138400334,-0.0402801466406954,0.043648892347102175,-0.04584846760379424
21,2686,620,22.933730454206998,25.322580645161292,0.4773295250296432,0.5238095238095238,0.5084157515171644,0.498220640569395,0.47383765645507847,0.46886446886446886,0.4933232542335254,0.50625,0.498971288969986,0.49295774647887325,0.021641763940342784,-0.030851777330650587,-0.009444462547178456,-0.005262894090521775,-0.03457809506208598,0.025133632514907522,-0.01509249728363904,0.005648034736460583
22,2633,673,23.73718192176225,21.99108469539376,0.4451740165904004,0.46715328467153283,0.4521365918884169,0.3508771929824561,0.4655744952752149,0.30414746543778803,0.47992595196267845,0.5030674846625767,0.45104762188286873,0.4049586776859504,0.005873605292468331,-0.062194606985582435,-0.0010889700055481955,0.054081484703494276,0.013437903386797956,-0.014526873392346151,0.027789360074261527,-0.028878330079809722
23,2740,566,22.62773722627737,27.03180212014134,0.577559857028888,0.5565217391304348,0.5718467635838452,0.5296167247386759,0.5876976812205309,0.49070631970260226,0.5765980800573423,0.5376344086021505,0.5751379825765468,0.4470588235294118,-0.0024218744523412106,-0.109462915601023,0.0032912189927015723,-0.08255790120926415,0.01585091763668567,-0.012559698643984096,0.004751316473497025,-0.0014600974807954525
24,2737,569,23.858238947753012,21.0896309314587,0.36190758801431516,0.4693140794223827,0.3762017799979768,0.38222222222222224,0.36349227911291637,0.36363636363636365,0.3803080328276346,0.46439628482972134,0.3584248444400307,0.37446808510638296,-0.0034827435742844637,-0.09484599431599972,-0.017776935557946127,-0.007754137115839277,-0.012709500885060454,-0.005067434672885673,0.004106252829657764,-0.02188318838760389
25,2693,613,23.95098403267731,20.880913539967374,0.4569284246100047,0.4405797101449275,0.49358061730013747,0.4426877470355731,0.49962434827426877,0.4392156862745098,0.48845411596473925,0.45625,0.49183603185504354,0.4744525547445255,0.03490760724503883,0.033872844599597995,-0.0017445854450939269,0.0317648077089524,0.0060437309741313006,-0.0077883164192252274,-0.005126501335398215,0.003381915890304288
26,2602,704,23.251345119139124,23.863636363636363,0.5128825576383987,0.4340175953079179,0.546763421311645,0.4014084507042254,0.5325764356419534,0.3927272727272727,0.5202467631367469,0.4260355029585799,0.5021108115422263,0.38,-0.010771746096172485,-0.05401759530791789,-0.04465260976941876,-0.021408450704225368,-0.014186985669691565,-0.030465624099727195,-0.026516658174898122,-0.01813595159452064
27,2709,597,23.846437799926175,21.273031825795645,0.43064453757496374,0.421455938697318,0.45180375388151556,0.4018264840182648,0.4590782303660386,0.3645833333333333,0.4513144302808012,0.4585987261146497,0.41385759995520643,0.40336134453781514,-0.016786937619757303,-0.018094594159502875,-0.03794615392630912,0.0015348605195503184,0.0072744764845230625,-0.045220630410832185,-0.0004893236007143531,-0.03745683032559477
28,2712,594,23.893805309734514,21.043771043771045,0.4726525108960881,0.5492537313432836,0.49351637267399995,0.4489795918367347,0.49746932684803397,0.5061224489795918,0.49687108641234623,0.5283018867924528,0.49367870582186163,0.5285714285714286,0.02102619492577351,-0.02068230277185501,0.00016233314786168185,0.07959183673469389,0.003952954174034018,-0.003790621026172336,0.003354713738346282,-0.0031923805904846003
