split_index,n_train,n_test,train_pos_pct,test_pos_pct,pairwise_pr_auc,hypergraph_pr_auc,hyper_flag_pr_auc,hyper_recip_pr_auc,hb_graph_pr_auc
33,2641,665,23.816736084816355,21.654135338345863,0.5725572545908703,0.5969316969190951,0.6021568223750918,0.5977047381629749,0.5821088447179101
34,2679,627,23.665546845837998,22.169059011164276,0.4512205309368496,0.5186059090547691,0.5124049383616471,0.5121435317533408,0.4878389493633764
35,2698,608,23.57301704966642,22.532894736842106,0.4497409356364969,0.4878181642350242,0.4803574762443148,0.47373490552853265,0.4443817300030618
36,2630,676,23.688212927756656,22.189349112426036,0.45318346202480636,0.5642049979222551,0.5468402755554304,0.5403577635020453,0.5353742413718121
37,2724,582,22.687224669603523,26.632302405498283,0.587957079462039,0.6217279516546635,0.6164196196852916,0.61871294783747,0.595818338544698
38,2687,619,24.22776330480089,19.7092084006462,0.40632359265107293,0.4298183720983687,0.43452638232369195,0.45374867945706515,0.42778797931069523
39,2690,616,24.349442379182157,19.155844155844157,0.3509270915280225,0.3886692775909052,0.3911479877765582,0.4109511957148304,0.3660203887125265
40,2615,691,23.785850860420652,21.852387843704776,0.390730855888947,0.42830830656847313,0.4274889900699129,0.44265906700211194,0.3869822424413082
41,2598,708,24.364896073903004,19.774011299435028,0.34738001819824016,0.3438674806662974,0.3572372442751053,0.3706452509393128,0.3472278106937927
42,2720,586,24.044117647058822,20.30716723549488,0.41812658250826323,0.4666874160732447,0.45545292304823803,0.4836521665689288,0.5083478054930749
43,2622,684,23.49351639969489,22.953216374269005,0.4907348025344477,0.562556586030278,0.5714199129509869,0.5717869377877178,0.5481666091369338
44,2657,649,22.958223560406473,25.115562403698,0.6018705188953676,0.6395922154763651,0.6397718864635717,0.6387695774866168,0.6392512706902933
45,2728,578,22.763929618768326,26.297577854671278,0.4633271214405363,0.5207137860553049,0.5199316104111957,0.516679629354651,0.48973334424748044
46,2651,655,24.028668427008675,20.763358778625953,0.29593031543252796,0.30311299347414894,0.3433070004096524,0.32769548394507525,0.38094514097479554
47,2745,561,23.570127504553735,22.459893048128343,0.5160181034500672,0.5253671719316562,0.5317647554224726,0.5368776693943036,0.5065259978762959
48,2701,605,23.435764531654943,23.140495867768596,0.447678236377275,0.48400882276645024,0.4851398338131485,0.48310362568756005,0.46019518638054974
49,2689,617,23.391595388620303,23.3387358184765,0.5982013842463731,0.6019066762817622,0.6111082931868671,0.6065373495306876,0.598946355922322
50,2622,684,24.14187643020595,20.46783625730994,0.2686182123567704,0.28825836763963014,0.29289704323872234,0.2915832784413843,0.2752153632499033
