split_index,n_train,n_test,train_pos_pct,test_pos_pct,pairwise_pr_auc,hypergraph_pr_auc,hyper_flag_pr_auc,hyper_recip_pr_auc,hb_graph_pr_auc
1,2656,650,24.021084337349397,20.76923076923077,0.3461070968963192,0.400797956340347,0.392148996575138,0.4141681477486062,0.37843191184310676
2,2694,612,23.01410541945063,25.0,0.5265997205778636,0.5191832789329737,0.4853922984887223,0.523805640710304,0.509952356191724
3,2614,692,23.182861514919665,24.13294797687861,0.6756212580670133,0.6957320223940383,0.7032236367259714,0.699756627952927,0.6825660149416364
4,2743,563,23.951877506379876,20.603907637655418,0.37396411006214825,0.41900954442864463,0.411339766508431,0.42542386060823467,0.34000855508827327
5,2548,758,24.175824175824175,20.71240105540897,0.44192064877190096,0.45821769210667335,0.4700454067372264,0.46311389032872263,0.4461188835695167
6,2640,666,24.28030303030303,19.81981981981982,0.37087698529500224,0.436599263465837,0.4473349604057841,0.41876334962976935,0.3781314890707717
7,2680,626,22.910447761194032,25.399361022364218,0.5543447852351993,0.5831234058585644,0.5767990604108535,0.5734274174559904,0.5548404425630726
8,2667,639,24.296962879640045,19.561815336463223,0.3511757896037948,0.4035015457986365,0.3846347108544006,0.38549995006709037,0.35329182056680614
9,2651,655,23.198792908336475,24.12213740458015,0.5142808447855904,0.5372726154548904,0.537319177925267,0.5322677348788899,0.49056733811381
10,2636,670,22.91350531107739,25.223880597014926,0.6073068595898148,0.631717395434214,0.632955180090811,0.6295558760007051,0.6097427182928506
11,2668,638,22.67616191904048,26.332288401253916,0.5388637489530579,0.5558658640265685,0.5567378142648165,0.5564678087260573,0.538857818847495
12,2668,638,22.863568215892055,25.54858934169279,0.532107916370717,0.543550566276903,0.5419076732388167,0.5558823588962709,0.5377405671711255
13,2620,686,24.045801526717558,20.845481049562682,0.6120847139504499,0.6370815325256421,0.6385521206035198,0.6266056206552574,0.6310447544508713
14,2649,657,23.933559833899583,21.15677321156773,0.47310016360550616,0.4896126908027304,0.45444725276394776,0.49076552818094804,0.45486580627392326
15,2694,612,24.016332590942834,20.588235294117645,0.5610888332382951,0.5822175297443077,0.5862778329602046,0.574120093964682,0.5498432028954143
16,2639,667,24.10003789314134,20.539730134932537,0.2880735588177321,0.30952612725650497,0.31281469155242747,0.3141948177655309,0.2939491749386014
17,2655,651,23.728813559322035,21.96620583717358,0.6042193050342621,0.6306794682835271,0.6326460742409029,0.6220787558790954,0.6236447243302025
18,2638,668,23.843821076573164,21.55688622754491,0.4204532195564373,0.44280900080907537,0.4422216650499685,0.44401244527570755,0.4380566509321343
19,2625,681,24.19047619047619,20.26431718061674,0.35347832202946206,0.40811646912126226,0.3573723145979561,0.4043478811141393,0.4516091395075237
20,2567,739,23.91897156213479,21.515561569688767,0.3333965171749741,0.3418430376649966,0.3799236090489999,0.38549193001209875,0.3396434624083045
21,2686,620,22.933730454206998,25.322580645161292,0.4773295250296432,0.5084157515171644,0.47383765645507847,0.4933232542335254,0.498971288969986
22,2633,673,23.73718192176225,21.99108469539376,0.4451740165904004,0.4521365918884169,0.4655744952752149,0.47992595196267845,0.45104762188286873
23,2740,566,22.62773722627737,27.03180212014134,0.577559857028888,0.5718467635838452,0.5876976812205309,0.5765980800573423,0.5751379825765468
24,2737,569,23.858238947753012,21.0896309314587,0.36190758801431516,0.3762017799979768,0.36349227911291637,0.3803080328276346,0.3584248444400307
25,2693,613,23.95098403267731,20.880913539967374,0.4569284246100047,0.49358061730013747,0.49962434827426877,0.48845411596473925,0.49183603185504354
26,2602,704,23.251345119139124,23.863636363636363,0.5128825576383987,0.546763421311645,0.5325764356419534,0.5202467631367469,0.5021108115422263
27,2709,597,23.846437799926175,21.273031825795645,0.43064453757496374,0.45180375388151556,0.4590782303660386,0.4513144302808012,0.41385759995520643
28,2712,594,23.893805309734514,21.043771043771045,0.4726525108960881,0.49351637267399995,0.49746932684803397,0.49687108641234623,0.49367870582186163
29,2603,703,23.818670764502496,21.763869132290186,0.4208418953095774,0.4468787644450959,0.44386449679064327,0.4373191930747831,0.4241480989620673
30,2705,601,23.43807763401109,23.128119800332776,0.35690505682167667,0.42790081638075583,0.41437825076039897,0.43065706133313175,0.39863055173194306
31,2678,628,22.74085138162808,26.11464968152866,0.6521126892405704,0.637322405840089,0.6284184317303055,0.6501346388602691,0.5949174180016565
32,2683,623,24.040253447633248,20.545746388443018,0.35839940323355524,0.3817345344031849,0.37564865719096435,0.38281095323412273,0.3460414640701317
