split_index,n_train,n_test,train_dt_pct,test_dt_pct,hypergraph_pr_auc,hypergraph_f1,hyper_nostoich_pr_auc,hyper_nostoich_f1,pairwise_pr_auc,pairwise_f1,pr_auc_diff,f1_diff,stoich_pr_auc_diff,stoich_f1_diff
1,2773,615,6.599350883519654,3.7398373983739837,0.2578484559404408,0.17297297297297298,0.1908978328065071,0.15384615384615385,0.09908247712870966,0.09290953545232274,0.15876597881173116,0.08006343752065025,0.06695062313393371,0.019126819126819128
2,2741,647,6.129149945275447,5.873261205564142,0.2831792443819672,0.24427480916030533,0.193430865956,0.20689655172413793,0.06635283086893347,0.12626262626262627,0.21682641351303372,0.11801218289767906,0.08974837842596717,0.037378257436167406
3,2689,699,5.838601710673113,7.0100143061516444,0.2598185688155321,0.3147208121827411,0.24940785098423798,0.2702702702702703,0.09646147586314809,0.17475728155339806,0.16335709295238404,0.13996353062934305,0.01041071783129413,0.04445054191247083
4,2714,674,6.890198968312454,2.8189910979228485,0.21482921286709936,0.192090395480226,0.1369564000541798,0.20168067226890757,0.0988705759918235,0.10112359550561797,0.11595863687527586,0.09096679997460802,0.07787281281291955,-0.009590276788681573
5,2685,703,5.921787709497207,6.685633001422476,0.24111228389799713,0.21453287197231835,0.20988960793285732,0.24680851063829787,0.08949047460896348,0.1673469387755102,0.15162180928903365,0.04718593319680814,0.031222675965139807,-0.03227563866597952
6,2761,627,6.302064469395146,5.103668261562999,0.259589798616645,0.19011406844106463,0.207788984067488,0.25333333333333335,0.10130629672959196,0.13272311212814644,0.15828350188705304,0.057390956312918184,0.051800814549157,-0.06321926489226873
7,2793,595,6.265664160401002,5.2100840336134455,0.22273551732005456,0.23076923076923078,0.21480615687107182,0.23776223776223776,0.07667250473792558,0.1366906474820144,0.14606301258212898,0.09407858328721638,0.007929360448982736,-0.006993006993006978
8,2787,601,6.3150340868317185,4.9916805324459235,0.23805511168631446,0.23148148148148148,0.1657097907505212,0.24836601307189543,0.07347006192883654,0.13370473537604458,0.16458504975747792,0.0977767461054369,0.07234532093579327,-0.016884531590413948
9,2761,627,6.193408185440058,5.582137161084529,0.27912748195946013,0.20233463035019456,0.25775506809455895,0.28378378378378377,0.07881644916676593,0.11142061281337047,0.2003110327926942,0.09091401753682408,0.021372413864901185,-0.08144915343358922
10,2759,629,6.342877854295034,4.92845786963434,0.24604348778141394,0.19591836734693877,0.2551960183627917,0.25,0.0854706305400183,0.11180124223602485,0.16057285724139564,0.08411712511091392,-0.009152530581377771,-0.054081632653061235
11,2808,580,5.982905982905983,6.551724137931035,0.2808088466207777,0.23300970873786409,0.2108991174833897,0.22672064777327935,0.1110273633643972,0.15456674473067916,0.1697814832563805,0.07844296400718492,0.06990972913738802,0.006289060964584731
12,2721,667,6.357956633590592,4.94752623688156,0.13724156384174202,0.18779342723004694,0.13341658006988927,0.23333333333333334,0.11368518756334448,0.13333333333333333,0.023556376278397545,0.05446009389671361,0.0038249837718527524,-0.0455399061032864
13,2694,694,5.976243504083148,6.484149855907781,0.2542583227436695,0.24242424242424243,0.22364492804103264,0.2097902097902098,0.10801508480109244,0.15767634854771784,0.14624323794257704,0.0847478938765246,0.030613394702636854,0.03263403263403264
14,2688,700,6.547619047619048,4.285714285714286,0.1598354636331192,0.1752988047808765,0.13627312233236466,0.19393939393939394,0.05975894166591375,0.07349081364829396,0.10007652196720546,0.10180799113258254,0.023562341300754547,-0.018640589158517434
15,2759,629,6.306632837984777,5.087440381558029,0.2702622903967304,0.25,0.16425618004211115,0.24324324324324326,0.07627836602592844,0.12398921832884097,0.19398392437080195,0.12601078167115903,0.10600611035461924,0.006756756756756743
