model,family,n_splits,pairwise_mean,pairwise_std,hypergraph_mean,hypergraph_std,hb_graph_mean,hb_graph_std,H1_mean_diff,H1_dz,H1_wins,H1_losses,H1_p,H2_mean_diff,H2_dz,H2_wins,H2_losses,H2_p,total_mean_diff,total_dz,total_wins,total_losses,total_p
TabPFN,Amortised,50,0.1871568548044236,0.041451233454123375,0.3105329874399584,0.07652263034158352,0.3268780429668419,0.0805950195327648,0.12337613263553476,1.777093732641242,50,0,8.881784197001252e-16,0.0163450555268836,0.4172963951777989,33,17,0.016419568782134242,0.13972118816241838,1.9620316719478215,50,0,8.881784197001252e-16
RandomForest,Bagged trees,50,0.19477046601230014,0.0478720990358377,0.22211586929651117,0.06372072713405229,0.2635768429718884,0.06798797299282078,0.027345403284211013,0.6030285313209804,35,15,0.003300223983405459,0.041460973675377204,1.0217403927691258,41,9,2.8070500466270687e-06,0.06880637695958822,1.1759923921321065,44,6,1.6218702825199216e-08
LightGBM,Boosted trees,50,0.21158796745909433,0.060939830327334736,0.2593038307098839,0.07124369142084233,0.27622413927496825,0.07432096920885096,0.04771586325078955,0.7069520405843647,38,12,0.00015293200080179759,0.016920308565084318,0.3489133693632817,34,16,0.007673338916315053,0.06463617181587386,0.8345307189175728,40,10,1.1930665838377763e-05
XGBoost,Boosted trees,50,0.20578742082156448,0.05717932401152784,0.24698898001889927,0.07197278550932175,0.2737909666592223,0.07509179403342822,0.041201559197334765,0.7057418496142028,36,14,0.0013010857283610733,0.026801986640323024,0.552101412575903,38,12,0.00015293200080179759,0.06800354583765779,0.9552277403336401,44,6,1.6218702825199216e-08
GaussianProcess,Kernel,50,0.14749394044387296,0.04315307590144683,0.22089120699954695,0.0776198199640831,0.1950999627110333,0.0602988188080558,0.07339726655567398,1.074990092399015,43,7,1.049338713698944e-07,-0.025791244288513634,-0.5016722370798193,16,34,0.9966997760165945,0.047606022267160354,0.8232536202041639,39,11,4.5107450535653015e-05
RBF-SVM,Kernel,50,0.14436975459043858,0.035279074407233296,0.21397789897825603,0.057443040801294906,0.21595575542226605,0.05651974441011406,0.06960814438781751,1.1469648677524589,42,8,5.81777902297631e-07,0.0019778564440099595,0.03995389600443966,23,27,0.7600561691508361,0.07158600083182746,1.172421432236558,45,5,2.104926011270436e-09
LogisticRegression,Linear,50,0.12491272114267576,0.031112278319125684,0.19925212948608556,0.04888345025455172,0.25443654922058345,0.06847713135299335,0.0743394083434098,1.5280348349710136,48,2,1.1333156635373598e-12,0.05518441973449785,1.57968408933376,50,0,8.881784197001252e-16,0.12952382807790763,1.934220018742388,49,1,4.529709940470639e-14
MLP,Neural,50,0.10885362340368455,0.03070957976663333,0.18875963609523422,0.05023412837723245,0.2313855130237827,0.0734102145830051,0.07990601269154968,1.3653154421970852,46,4,2.2308910274659866e-10,0.042625876928548474,0.6225040377558394,35,15,0.003300223983405459,0.12253188962009816,1.6530336232535605,47,3,1.8541612689659814e-11
