split_index,n_train,n_test,train_ess_pct,test_ess_pct,pairwise_pr_auc,pairwise_f1,hypergraph_pr_auc,hypergraph_f1,hyper_flag_pr_auc,hyper_flag_f1,hb_graph_pr_auc,hb_graph_f1,pr_auc_diff,f1_diff,stoich_pr_auc_diff,stoich_f1_diff,annot_pr_auc_diff,value_pr_auc_diff
1,2711,677,8.041313168572483,7.976366322008863,0.3272559220049323,0.27586206896551724,0.4063485262131951,0.3106060606060606,0.43774925092496686,0.3277310924369748,0.4245309180628925,0.3277310924369748,0.0972749960579602,0.051869023471457554,0.018182391849697388,0.017125031830914184,0.031400724711771744,-0.013218332862074356
2,2711,677,8.041313168572483,7.976366322008863,0.3449989900856882,0.2931596091205212,0.4953204984133391,0.313588850174216,0.4927238579168602,0.3358208955223881,0.5040881805045406,0.32967032967032966,0.15908919041885244,0.03651072054980847,0.008767682091201545,0.01608147949611366,-0.002596640496478897,0.011364322587680442
3,2711,677,8.041313168572483,7.976366322008863,0.29626851038542956,0.30344827586206896,0.291543395755349,0.28363636363636363,0.29565979750618565,0.30578512396694213,0.3103524541051352,0.3046875,0.014083943719705616,0.0012392241379310387,0.01880905834978619,0.02105113636363637,0.004116401750836662,0.014692656598949527
4,2711,677,8.041313168572483,7.976366322008863,0.269480049804532,0.2545454545454545,0.40489371890423204,0.27906976744186046,0.4033948254071476,0.27906976744186046,0.42073569773792824,0.29959514170040485,0.15125564793339624,0.045049687154950335,0.015841978833696202,0.020525374258544393,-0.0014988934970844303,0.017340872330780632
5,2711,677,8.041313168572483,7.976366322008863,0.3910911419281178,0.3003194888178914,0.35686745756887506,0.28776978417266186,0.37005241779809633,0.2932330827067669,0.39712897756696713,0.291970802919708,0.006037835638849354,-0.008348685898183383,0.04026151999809208,0.004201018747046148,0.013184960229221276,0.0270765597688708
6,2711,677,8.041313168572483,7.976366322008863,0.2771971719109624,0.24701195219123506,0.3183244576401539,0.2773722627737226,0.3252914592690307,0.3041825095057034,0.3355447053124051,0.31906614785992216,0.05834753340144272,0.0720541956686871,0.01722024767225122,0.041693885086199534,0.006967001628876812,0.010253246043374409
7,2711,677,8.041313168572483,7.976366322008863,0.3518301512977247,0.2847457627118644,0.5091434757950095,0.3277591973244147,0.5298829892615652,0.34944237918215615,0.5595933512211475,0.34814814814814815,0.2077631999234228,0.06340238543628374,0.05044987542613799,0.02038895082373343,0.02073951346655567,0.02971036195958232
8,2711,677,8.041313168572483,7.976366322008863,0.3935433466487508,0.27586206896551724,0.39512248017820817,0.2909090909090909,0.40386844881773537,0.31451612903225806,0.42651850496810145,0.31451612903225806,0.03297515831935066,0.038654060066740825,0.031396024789893284,0.023607038123167168,0.008745968639527202,0.022650056150366082
9,2711,677,8.041313168572483,7.976366322008863,0.4317161268918727,0.30714285714285716,0.48746980361260406,0.34220532319391633,0.48295438211516034,0.3271375464684015,0.48539023762604017,0.31851851851851853,0.053674110734167446,0.011375661375661372,-0.0020795659865638916,-0.0236868046753978,-0.004515421497443717,0.002435855510879825
10,2711,677,8.041313168572483,7.976366322008863,0.365145879057152,0.2896551724137931,0.4037059844120641,0.3154121863799283,0.41577180185658247,0.3218390804597701,0.4087282788943287,0.3320754716981132,0.04358239983717671,0.04242029928432006,0.0050222944822646,0.016663285318184895,0.012065817444518345,-0.007043522962253745
11,2711,677,8.041313168572483,7.976366322008863,0.42631916656759117,0.311787072243346,0.4431919353659508,0.33460076045627374,0.42760190450329233,0.3137254901960784,0.43436011513500844,0.31007751937984496,0.008040948567417272,-0.0017095528635010515,-0.008831820230942367,-0.02452324107642878,-0.015590030862658477,0.006758210631716111
12,2711,677,8.041313168572483,7.976366322008863,0.3488831735916731,0.2671232876712329,0.4478081853099069,0.3087719298245614,0.4953002241257351,0.359375,0.45375408920852983,0.33587786259541985,0.10487091561685674,0.06875457492418696,0.0059459038986229285,0.027105932770858432,0.0474920388158282,-0.04154613491720527
13,2711,677,8.041313168572483,7.976366322008863,0.3528732389838612,0.2992125984251969,0.46012797995127364,0.3305084745762712,0.4689341824485586,0.3744292237442922,0.5009842631789969,0.3463203463203463,0.14811102419513572,0.04710774789514943,0.04085628322772328,0.015811871744075112,0.008806202497284976,0.0320500807304383
14,2711,677,8.041313168572483,7.976366322008863,0.2434213728786463,0.2846715328467153,0.30797055696299247,0.31417624521072796,0.35786276902463865,0.3252032520325203,0.3936652779495616,0.336,0.15024390507091528,0.05132846715328471,0.0856947209865691,0.021823754789272065,0.04989221206164618,0.03580250892492293
15,2711,677,8.041313168572483,7.976366322008863,0.29499172594938333,0.29838709677419356,0.3919371998596776,0.29118773946360155,0.4074003637299253,0.30962343096234307,0.4468615626589226,0.3157894736842105,0.15186983670953924,0.017402376910016948,0.05492436279924495,0.024601734220608962,0.015463163870247654,0.0394611989289973
16,2711,677,8.041313168572483,7.976366322008863,0.31670020547924643,0.29931972789115646,0.40658484409622475,0.34558823529411764,0.42156743234492167,0.376,0.4798898526738283,0.3794466403162055,0.16318964719458184,0.08012691242504905,0.07330500857760353,0.03385840502208787,0.014982588248696915,0.05832242032890661
17,2711,677,8.041313168572483,7.976366322008863,0.4169340810704598,0.27586206896551724,0.398321655823327,0.2949640287769784,0.39692829092572096,0.31275720164609055,0.41552915118450867,0.299625468164794,-0.001404929885951145,0.02376339919927678,0.017207495361181657,0.004661439387815602,-0.001393364897606053,0.01860086025878771
18,2711,677,8.041313168572483,7.976366322008863,0.32998058258381624,0.2676056338028169,0.334704894700867,0.2867647058823529,0.35937622014811127,0.3157894736842105,0.3526078069717844,0.33195020746887965,0.02262722438796816,0.06434457366606278,0.017902912270917393,0.04518550158652673,0.024671325447244263,-0.006768413176326871
19,2711,677,8.041313168572483,7.976366322008863,0.3764652233416931,0.3003412969283277,0.5054091293730423,0.32764505119453924,0.5246973215482083,0.3225806451612903,0.5357450496826549,0.33707865168539325,0.15927982634096183,0.03673735475706558,0.03033592030961263,0.00943360049085401,0.019288192175165975,0.011047728134446655
20,2711,677,8.041313168572483,7.976366322008863,0.26550031239191263,0.2638888888888889,0.36141455491691477,0.2826855123674912,0.360737100852491,0.3008130081300813,0.34486729042339614,0.2755905511811024,0.07936697803148351,0.011701662292213477,-0.01654726449351862,-0.007094961186388804,-0.0006774540644237659,-0.015869810429094855
21,2711,677,8.041313168572483,7.976366322008863,0.3500950866711496,0.3076923076923077,0.4593625555847931,0.3283582089552239,0.4516926162579589,0.32231404958677684,0.46833793307163485,0.3292181069958848,0.11824284640048527,0.021525799303577065,0.00897537748684174,0.0008598980406608892,-0.007669939326834185,0.016645316813675926
22,2711,677,8.041313168572483,7.976366322008863,0.33016170671718026,0.303886925795053,0.3661646438761984,0.31906614785992216,0.3934046258730865,0.3292181069958848,0.40784887464615815,0.3046875,0.0776871679289779,0.0008005742049470022,0.04168423076995975,-0.014378647859922156,0.027239981996888096,0.014444248773071655
23,2711,677,8.041313168572483,7.976366322008863,0.3775380013399365,0.2878787878787879,0.36586440554743016,0.3218390804597701,0.36228219593762645,0.3418803418803419,0.4047959183238292,0.3,0.027257916983892738,0.012121212121212088,0.03893151277639906,-0.02183908045977012,-0.0035822096098037104,0.04251372238620277
24,2711,677,8.041313168572483,7.976366322008863,0.36528572699657,0.2905405405405405,0.3144875879538795,0.2887323943661972,0.3459458492437074,0.3076923076923077,0.36398328263816226,0.3215686274509804,-0.0013024443584077616,0.0310280869104399,0.049495694684282776,0.03283623308478323,0.03145826128982793,0.01803743339445485
25,2711,677,8.041313168572483,7.976366322008863,0.38043564617078673,0.3231441048034934,0.4806770776190498,0.36134453781512604,0.48550920025190886,0.3888888888888889,0.4958604580876107,0.3891402714932127,0.11542481191682397,0.06599616668971925,0.01518338046856088,0.02779573367808663,0.004832122632859037,0.010351257835701844
