rank,type,feature,mean,std,hit_rate,binom_p
1,real,pair_TriangleCount,0.1654625022180007,0.04938383615139225,1.0,1.401298464324817e-45
2,real,pair_Degree,0.08305403283351674,0.03835681906487293,0.9666666666666667,8.581873127276034e-37
3,real,pair_LocalClustCoeff,0.029821776743304784,0.020576839103193807,0.88,1.2913641527344654e-22
4,real,pair_AvgNeighborDegree,0.018000494727834843,0.02873139179972546,0.7,1.0588547527634432e-06
5,NOISE,rand_0,0.0007418154722686453,0.004065509537193863,,
6,NOISE,rand_1,0.00045357320876583543,0.005000240941497316,,
7,NOISE,rand_3,0.0003691768390990388,0.004447808779942529,,
8,NOISE,rand_4,7.030814505753972e-05,0.00431597920640871,,
9,NOISE,rand_2,-0.0003291944184053239,0.004583274521440401,,
