feature,mean,std,median,n,is_noise
rand_0,-0.0012714554106659,0.0124864166326303,-0.0017164180370863,150,True
rand_1,0.0008867948215467,0.0126714308076358,0.0016876747526994,150,True
rand_2,0.0001021325749352,0.0121191788517955,-0.0008089743006863,150,True
rand_3,-0.0011878883640211,0.0120023436975733,-0.0023555182593809,150,True
