comparison,splits_file,n_splits,model,mean_diff,std_diff,cohens_dz,wins,losses,ties,p_greater,p_two_sided
hb_graph_vs_pairwise,ess_protein_splits_randprot.csv,50,RandomForest,0.034619926460902915,0.01786175346775727,1.9382154458349383,49,1,0,4.529709940470639e-14,9.059419880941277e-14
hb_graph_vs_hypergraph,ess_protein_splits_randprot.csv,50,RandomForest,0.015576637964730895,0.01454917714632213,1.0706198576095072,41,9,0,2.8070500466270687e-06,5.614100093254137e-06
hypergraph_vs_pairwise,ess_protein_splits_randprot.csv,50,RandomForest,0.019043288496172022,0.013867374658458253,1.3732439603884774,48,2,0,1.1333156635373598e-12,2.2666313270747196e-12
hyper_flag_vs_hypergraph,ess_protein_splits_randprot.csv,50,RandomForest,0.010027420489771961,0.006378697141392859,1.5720170228339705,49,1,0,4.529709940470639e-14,9.059419880941277e-14
hb_graph_vs_hyper_flag,ess_protein_splits_randprot.csv,50,RandomForest,0.005549217474958934,0.012299392278316222,0.451178184205262,34,16,0,0.007673338916315053,0.015346677832630107
