split_index,n_train,n_test,train_ess_pct,test_ess_pct,hypergraph_pr_auc,hypergraph_f1,pairwise_pr_auc,pairwise_f1,pr_auc_diff,f1_diff
1,4166,966,11.71387421987518,10.766045548654244,0.42641190059090933,0.3881401617250674,0.3726810017206049,0.36724565756823824,0.05373089887030441,0.02089450415682914
2,4163,969,11.289935142925774,12.59029927760578,0.4971309579502635,0.37656903765690375,0.3551750235366704,0.33532934131736525,0.1419559344135931,0.0412396963395385
3,4099,1033,11.441815076848012,11.907066795740562,0.378158957998844,0.3910891089108911,0.2786141982566581,0.37181996086105673,0.0995447597421859,0.019269148049834373
4,4143,989,11.706492879555878,10.819009100101113,0.369234082889364,0.40963855421686746,0.29657897684276296,0.3220675944333996,0.07265510604660103,0.08757095978346785
5,4180,952,11.602870813397129,11.239495798319329,0.3588003590014813,0.37055837563451777,0.26149961437342567,0.3179916317991632,0.0973007446280556,0.05256674383535459
6,4134,998,11.344944363812289,12.324649298597194,0.4910673939099573,0.4567307692307692,0.38758865693837974,0.3946784922394678,0.10347873697157756,0.06205227699130139
7,4011,1121,11.518324607329843,11.59678858162355,0.43052308637007297,0.3688888888888889,0.34216199706777545,0.35080645161290325,0.08836108930229752,0.01808243727598563
8,4228,904,11.258278145695364,12.831858407079647,0.41450820669194105,0.4024390243902439,0.3266493840608014,0.3883495145631068,0.08785882263113964,0.014089509827137137
9,4142,990,11.22646064703042,12.828282828282827,0.3796128590253168,0.3743016759776536,0.29852025878822785,0.3595505617977528,0.08109260023708892,0.014751114179900826
10,4140,992,11.76328502415459,10.58467741935484,0.44654260519805133,0.4056338028169014,0.286609751494975,0.33542976939203356,0.15993285370307636,0.07020403342486786
11,4129,1003,11.213368854444175,12.861415752741776,0.38657794725079636,0.4089775561097257,0.3254778911256157,0.38636363636363635,0.06110005612518066,0.02261391974608934
12,4106,1026,11.203117389186556,12.865497076023392,0.45204723087970006,0.3828125,0.4013191223038207,0.3686274509803922,0.05072810857587934,0.01418504901960782
13,4222,910,11.819043107531975,10.219780219780219,0.4679780269358948,0.3289817232375979,0.3108747876156544,0.3143507972665148,0.1571032393202404,0.014630925971083064
14,4118,1014,11.874696454589607,10.157790927021697,0.44633444146000895,0.3697916666666667,0.29869751406705747,0.3140495867768595,0.14763692739295148,0.05574207988980717
15,4173,959,11.622334052240594,11.157455683003128,0.4071654532633811,0.4090909090909091,0.288123377018956,0.35648148148148145,0.11904207624442509,0.05260942760942766
