model,family,n_splits,pairwise_mean,pairwise_std,hypergraph_mean,hypergraph_std,hb_graph_mean,hb_graph_std,H1_mean_diff,H1_dz,H1_wins,H1_losses,H1_p,H2_mean_diff,H2_dz,H2_wins,H2_losses,H2_p,total_mean_diff,total_dz,total_wins,total_losses,total_p
TabPFN,Amortised,50,0.19728206132955958,0.04138326043183572,0.3006638153906895,0.05094112695324204,0.34655337871393477,0.05372764831048308,0.10338175406112989,1.8381959458374535,47,3,1.8541612689659814e-11,0.045889563323245265,1.4373244402038234,49,1,4.529709940470639e-14,0.14927131738437516,2.3556164827464663,50,0,8.881784197001252e-16
RandomForest,Bagged trees,50,0.1944761001652895,0.04194804426094194,0.23269729995266533,0.03970585651086991,0.29312090155478876,0.04845894270667398,0.03822119978737585,0.7445157685132839,40,10,1.1930665838377763e-05,0.06042360160212341,1.5368264455534628,46,4,2.2308910274659866e-10,0.09864480138949927,1.8384420782012705,47,3,1.8541612689659814e-11
LightGBM,Boosted trees,50,0.22192693656507706,0.05294715123046165,0.2465773328234363,0.05325828875448167,0.2819077164795794,0.0497731703175681,0.024650396258359263,0.47793608345467165,37,13,0.0004681114554259125,0.03533038365614309,0.786255099399842,41,9,2.8070500466270687e-06,0.05998077991450236,1.010960979933845,41,9,2.8070500466270687e-06
XGBoost,Boosted trees,50,0.21004822538790532,0.043627260055929616,0.25101681842907847,0.047395709295562,0.29796357439096366,0.04769134399298402,0.04096859304117317,0.901427030290707,37,13,0.0004681114554259125,0.04694675596188519,1.296536961393884,44,6,1.6218702825199216e-08,0.08791534900305836,1.800765375110926,49,1,4.529709940470639e-14
RBF-SVM,Kernel,50,0.1512876719266042,0.026604728826998846,0.21826105539739726,0.040006232493893214,0.22203147768026343,0.042590801429843395,0.06697338347079303,1.6627180904810641,47,3,1.8541612689659814e-11,0.0037704222828661995,0.12684268164510154,30,20,0.10131937553227033,0.07074380575365924,1.5903037318465796,48,2,1.1333156635373598e-12
LogisticRegression,Linear,50,0.11972291562511839,0.019803651680522314,0.19731865776317623,0.03632145348833164,0.2469417812652328,0.051631441480706586,0.07759574213805778,2.0418985715565987,49,1,4.529709940470639e-14,0.049623123502056644,1.498278169719083,48,2,1.1333156635373598e-12,0.12721886564011442,2.430219306758989,50,0,8.881784197001252e-16
MLP,Neural,50,0.09939953402880365,0.019388342022890956,0.20312755678052724,0.047690370519705254,0.2228392641694562,0.05605801010996136,0.10372802275172355,2.1280178687767055,49,1,4.529709940470639e-14,0.019711707388928995,0.31929086699302534,29,21,0.16111816017877345,0.12343973014065254,2.277421507816981,50,0,8.881784197001252e-16
