split_index,seed_index,noise_seed,n_train,n_test,rand_pr_auc,pair_pr_auc,hyper_pr_auc,rand__rand_0,rand__rand_1,rand__rand_2,rand__rand_3,pair__pair_Degree,pair__pair_LocalClustCoeff,pair__pair_TriangleCount,pair__pair_AvgNeighborDegree,pair__rand_0,pair__rand_1,pair__rand_2,pair__rand_3,hyper__base_Degree,hyper__base_LocalClustCoeff,hyper__base_TriangleCount,hyper__base_UniquePartners,hyper__base_AvgNeighbourDegree,hyper__stoich_WeightedTriangles,hyper__stoich_AvgNeighbourDegreeStoich,hyper__stoich_MedComplexSize,hyper__stoich_MedianRatio,hyper__protein_MedianUniqueRatio,hyper__protein_MedComplexNodes,hyper__rand_0,hyper__rand_1,hyper__rand_2,hyper__rand_3
4,1,4043,2786,602,0.10355063067009282,0.19284202694549857,0.396418568645149,0.002496996076975487,-0.0032298823938890983,0.0018086065800698562,0.003471029094650377,0.0003515643632180987,0.06198905605119596,0.019446667449415526,0.026430284103124237,0.01068802629802707,0.0037142711810954493,0.010470217302356925,0.007898014286071531,0.06024432670908062,0.024410719923348027,0.05057463595716073,-0.00539028078656636,0.025374483811362265,0.030786160059722057,0.05806939064434872,0.07251649234689553,0.08282180273582013,0.12196509314831112,0.09098117400299617,0.017047047933370994,0.010002562421827338,0.010870336621858951,0.005791567282815008
4,2,4044,2786,602,0.09757518263014103,0.18157542990029354,0.36969542237325237,0.005525473771439327,0.006377707808908601,0.004857027096495168,-0.003939580594347165,0.0026953738897798007,0.05517879472588203,0.015462347230531503,0.01686254996060955,-0.0017231519493138391,0.010919403441024031,0.0015577852941487114,-0.007311505843860297,0.038773431984191815,0.018861996797744196,0.019322478644906153,-0.013116152471022501,0.011421390810054,-0.002927088346389556,0.028759003061207083,0.045853834465358616,0.049212783207920247,0.0741058273165284,0.08049682561546907,0.0009481701018701994,-0.00324921418523903,-0.007551804014205477,0.0052253230338756285
5,0,5042,2727,661,0.0847067493165514,0.2434325635086262,0.470388394751873,-0.012669208876521718,0.003484510248978924,-0.00014624922939996537,-0.0014764814185210847,0.03384777963972873,0.10103666204489943,0.02751131674727287,0.04851063620731487,-0.0030760966979414108,-0.01326456856816271,-0.010335367928486324,-0.0010195715545387118,0.12596429150510113,0.018097622791520617,0.03617291550008316,0.029110840231850565,0.022466480827250855,0.019660737949231642,0.036221947229688065,0.061146034419816586,0.0862011905050743,0.10133837330059481,0.134356643523554,0.04798486724874855,-0.006116209131398154,0.0013640841603069498,0.004161968630520013
5,1,5043,2727,661,0.07675001486653399,0.30586067209893913,0.4593268673360516,-0.0016321733037206506,-0.0014643889559686034,-0.006310905622233391,0.0009497358224310997,0.09282363728045025,0.16024516196585142,0.07491790903995824,0.08463033755394327,0.0010434781893700952,0.022833142849325784,0.02033367894938091,0.03736823008437199,0.133141195797701,0.016667325750264955,0.02614954004423899,0.023668948118188027,0.016133429484464595,0.008393128917393416,0.03261595186739237,0.07071090406513603,0.07801272967436945,0.12774362013644894,0.11691786129074874,0.002132476188068738,0.019134907760534597,-0.002675865335301758,0.02580978294851738
5,2,5044,2727,661,0.07734348762406112,0.27777533359306283,0.45228367211950105,-0.017786773162490846,-0.009732294333862707,-0.0032550621535623685,-0.0022307161192950493,0.055358581139968686,0.15257949808976917,0.054271810412592415,0.11385658115385014,-0.021219710647783087,0.0017616116532670728,-0.0038621791923564297,-0.00984948498489056,0.12089631951477783,0.021715426633418983,0.04160329986780857,0.022421787363184946,0.012116407908397797,0.03333169255920833,0.02313504050612563,0.04716741868839394,0.07912530687458649,0.12075539922321557,0.1172224374669805,-0.014550613940789969,0.00909540598465768,-0.007760269701039058,-0.004830913539368514
6,0,6042,2761,627,0.07663691341989343,0.1712246097676639,0.23809060734981996,0.0076263536574438335,0.0027766129062310268,0.001080193627607666,-0.012132846821043694,0.012322362849107638,0.058958886832632694,0.021647539572898434,0.03238808239221459,0.004423575844360128,0.004822670964804365,-0.01457172523066579,-0.022105222709042506,0.013695307865476142,0.017631096345096957,0.031728957624480726,-0.002859062602854867,0.020006048212911638,0.03496672366301016,0.038399429806983146,0.024312027536276808,0.018312008578952585,0.014102620360412913,0.02201212649317676,0.006428057345286864,-0.007998230585653899,-0.009541284147703177,-0.02354424282324758
6,1,6043,2761,627,0.0831207545295386,0.18469880454173193,0.2668246158324772,-0.014625068330114458,0.011363770081001775,-0.006689817075650204,-0.012824722626864588,0.008414573789191915,0.07013964909507563,0.00680935195363144,0.01975967574271873,-0.007846240211192072,-0.00033425145113220314,0.016295604899026813,0.0077943656163212555,-0.0071976579850812515,0.007462939853961292,0.016431619604881903,-0.007492712579426536,0.013266917988402478,0.016350712448940673,0.035544480100331864,0.03138883678922344,0.01704207970054511,0.018438525451527635,0.024974057684921374,-0.019068397241375924,0.011343924552358279,-0.006175037879848033,0.019320172134525825
6,2,6044,2761,627,0.0777831533596213,0.1585419739463348,0.23159327785701161,0.002487392905747186,-0.010588086520737944,0.00026293474992969136,-0.004762749024067478,0.016953048895943266,0.04755204223524105,0.028562980973432205,0.02974157529609841,0.00013660268439069921,-0.012659060361905353,0.00012564840986398207,0.0009539470613670997,0.0041246947245044295,0.005180013135038889,0.012974256992537786,-0.005507237831683995,-0.00034698973892415274,0.020419033061241855,0.011986469248494,0.017858024604641295,0.013041112747278542,0.015478345245434325,0.029547481729894777,-0.00925381677674739,0.0019815796994309327,0.0034411443362274002,0.007171219200464421
7,0,7042,2702,686,0.1084768132522477,0.2094767700711514,0.37030642670469194,0.002402462411842886,0.009035636304409506,-0.010408589367696178,0.0017388281164459145,0.01222175806224311,0.06524661051782825,0.030265490499055213,0.033486174479885764,-0.01767269122458926,-0.010738754065161473,-0.02553415551783177,-0.02174570858724041,0.05270988084114057,0.04515828209075778,0.0036065446343629846,-0.02726898481715815,0.05089618112336629,0.042016251439140485,0.052038983131611795,0.02580155668692055,0.024745262627167537,-0.024095128750866314,0.02001506587351478,-0.02427483148031681,-0.020036574264049218,-0.035806904233549375,-0.008208301065757123
7,1,7043,2702,686,0.104910143974857,0.24216984647317458,0.42797182870546235,-0.0013513667621490421,-0.005274854206365633,0.004217078234103677,-0.007498372460133488,0.017000845629301396,0.09538244147439742,0.020359374328022758,0.044349954456379556,-0.011189808740570068,-0.006685026465957952,0.005902658531770516,-0.02018048334246854,0.07202517759974998,0.041191361358717773,0.00524348253204907,-0.015317306298728017,0.06126887984734884,0.03775170996008212,0.068529216619867,0.05641490271070197,0.033890103189539424,-0.007865905740464146,0.03063231963856291,0.015230145838572944,-0.002314979664468786,-0.0039142093625653355,0.005443229976823044
7,2,7044,2702,686,0.12174759985771794,0.21467024896076592,0.4145582649883844,0.008300919203087093,0.006834600346168183,0.008370938654077186,0.007326902688564204,-0.016811192095835738,0.05468425060407885,0.019862315641415662,0.03361095597867599,-0.004860078371316301,-0.014309561782513022,-0.009192818994848698,-0.005400412642945987,0.06910707358017668,0.03763241312327238,-0.006394077382887764,-0.02870932965813435,0.0545886925609417,0.03055598992812546,0.08302982261545708,0.05354573326281451,0.026328541949109614,-0.006133578968610359,0.020711109151984857,-0.0018726809511931287,0.003880766627141824,0.0033923416529640484,-0.004940149780890685
8,0,8042,2787,601,0.061256143710734234,0.2425370707817678,0.6042272583034457,-0.016235385220718327,-0.003819955211694959,-0.007799544723980546,-0.009821436996605154,0.03317976976577523,0.12983287616652042,0.036459690115213016,0.0243148328220477,-0.008609183738865975,-0.014222524560790817,-0.006762135652307977,-0.01028651099420062,0.27303290783623047,-0.019197977808805555,0.04377147578789512,0.03671480934488539,0.109128876508395,0.14779464719004745,0.22417474826319225,0.10216131813517544,0.14251025329477526,0.2140396716911764,0.20463186748508028,0.004539417084745123,0.004621124880101368,-0.008229890815984065,-0.0034849690595603277
8,1,8043,2787,601,0.09648271034663032,0.22327979059635236,0.6381599047357461,-0.009211256545026168,0.020955639419397647,-0.005972321607741945,-0.00807090463776385,0.00468975458057958,0.10211229034517877,0.014113116113756149,0.01028288667722497,0.0055516276743299755,0.021925740841291428,-0.02557764854576087,-0.00668764210536506,0.27263250411518003,-0.0003044798516837477,0.037856050668317175,0.06381859448319295,0.1164143475165716,0.23459124976771664,0.24453597281903386,0.10813741561323553,0.19496648623936366,0.22735278195283834,0.21213207683040763,0.006156781154867596,0.0072298364945994845,0.009789621900992107,-0.01691738324474814
8,2,8044,2787,601,0.08004044194627268,0.383411854690222,0.6282302028487617,0.0064018102183999465,0.005060909921043559,-0.008574338564582527,-0.0046484426608756485,0.0879182636385425,0.25233939651363435,0.1225065242220845,0.1324625451030835,0.02013215547537931,-0.02496050852566812,0.01519866918092459,0.07199498179621178,0.25656330978737113,0.005955037425019949,0.06251750113417111,0.02416886858085353,0.10395866507434279,0.13608489238581853,0.236774568171013,0.11857022365925637,0.18767153164015712,0.19947194040274469,0.19637744533433926,0.010343676729067141,0.0028363835470321063,-0.007450275581315002,-0.0020623202825080346
9,0,9042,2739,649,0.0831620269329125,0.1920367290976712,0.35008958505593235,0.003514680785200848,-0.002504397170226652,-0.00314761729325552,0.015907894976456356,0.008394453755605264,0.05735613289812321,0.02200907674818249,0.012404939542388633,0.0010546338593340504,0.006195464245306592,0.0022434873748100105,0.003922162334200896,0.01583678735784793,-0.009787670686974942,0.01028636505767475,-0.009413043785269703,-0.018844354568607898,-0.006845163315640579,0.024910569902263785,0.050853968593587796,0.024925137390131618,0.03504806617247338,0.05970667579085066,-0.0008814232213148532,-0.0013370052328062487,0.014510876640560106,0.029794593369197646
9,1,9043,2739,649,0.07044343358909017,0.14103107875836374,0.29782265718528944,-0.013013353101307783,-0.014273918772320251,0.0020154120674381664,0.0007526352944215956,-0.0058666237815407475,0.046747002834281695,0.015919705162474762,0.023722140900434754,0.00222987465888035,-0.00617687510457556,-0.014275513824968559,-0.011737399332419667,0.040914787613968474,-0.002991314489442709,0.01869811517625542,0.004894837208897901,-0.01070573339088191,-0.0013212408480081205,0.007405841007669017,0.01475070751754289,0.0277162837822319,0.02715659764228378,0.06930112469133116,0.012244503060738515,0.0078017873257162414,-0.014791992056957992,0.009284826240505828
9,2,9044,2739,649,0.08819415772391527,0.2225504952321833,0.35123157766402063,0.004386708042543217,0.00693182563477981,0.0023070745958305577,0.007277105787583683,-0.004167584426297069,0.1007428729092454,0.03671390350347878,0.043239035937982326,0.012947944096115155,0.018046092185820813,0.0009427044728242462,0.03313693158319053,0.048022665587033816,0.02055398429030204,0.022175804376871562,0.022722417608105443,0.015286604345918053,0.004381868489421325,0.05582681630525883,0.022101333793983845,0.027447754938205737,0.04583181521915235,0.06393816491230152,0.01978251739766429,0.008019177625624496,0.0153447687746815,0.03896148209817473
10,0,10042,2672,716,0.07223241719084436,0.18488351062652386,0.365151077603753,-0.015461066843898377,-0.0014172194928814455,-0.007935186234848183,-0.00190868784797541,0.010516608495228199,0.06511025457328978,0.005544811747282058,-0.0019068471254081176,-0.015511435745584176,-0.0006084225382469582,-0.0037471179279036176,-0.017681655969447437,0.10744981638251087,0.031949180754244945,-0.002865347429545062,-0.0016270948654528937,0.02065052535946695,0.030526882566881453,0.0485749193148429,0.04086721532593722,0.05501899678793456,0.031340043156882,0.07118040457063576,-0.021012165319998683,-0.017389550334643206,0.0013935123809899475,-0.012091578039783935
10,1,10043,2672,716,0.0940411666736955,0.24535200007918817,0.42826313255904697,0.00299687478082591,-0.00441630169784641,-0.0004074508678851119,-0.010599885525076659,0.026192668619180015,0.10113060004678268,0.025626179339214395,0.019376916808436836,0.014691752109545245,0.005353514694537489,-0.009063477111704382,0.0017259265413725271,0.11019100362557024,0.04167592149128488,0.032863599306128186,0.027531998092653477,0.061643908636653186,0.05684743642636536,0.05550414039976782,0.05606249567191488,0.07695131901905403,0.07985865140139788,0.09889615158413509,0.004005689064590934,0.0073724404282668856,0.03173104708554073,-0.004387618587147829
10,2,10044,2672,716,0.09952705711780477,0.28056174978505916,0.4197646857571108,-0.005274885835366514,-0.00017750188573207177,-0.0005548361189638723,-0.006236123360203015,0.06620238741770977,0.13545953555832163,0.034014146420845326,0.02479404700737771,0.005587089462976769,0.011548681262193789,0.0057202832713988796,-0.0009957974396133328,0.12498065099529958,0.06881993801765914,0.020145263648695462,0.024411288050184166,0.053275828966341865,0.05523064065675851,0.07658856169012848,0.06855468023927039,0.06803773473075898,0.09068050726392414,0.09617058335283823,0.0037090719258102644,0.0042287802688988855,0.0037529403143051255,0.02464012310541957
11,0,11042,2700,688,0.09380055261976133,0.2007995287605015,0.36161246880158593,0.001764356011708347,-0.0003471236777542838,-0.009106767070984942,3.261204225736003e-05,0.03501778701117857,0.08399335308335634,0.019710850403553346,0.02305625495802376,-0.016013075741348862,-0.004763499825116496,-0.007218519746736918,-0.01825759086860949,0.07067764264113789,0.010146537751967449,0.02488508292975295,0.014527293858439982,0.035623964338077976,0.052799949585130526,0.033513653803869656,0.04617587802598429,0.0924124037818537,0.08077393495885302,0.0669660167365996,0.0029902836039870984,0.014960516078937397,-0.000929763132921535,-0.0036517559817068113
11,1,11043,2700,688,0.07733473513427483,0.22937670288741047,0.3467576751884831,-0.0013823190493240378,-0.006943263812151555,-0.00920186489478634,-0.01184411335081612,0.04892755672692726,0.10522880251739422,0.030853710778151668,0.06765656360983932,0.007218120957357485,-0.014336821539716552,-0.008385146224058605,-0.016820502436846865,0.10984368190711495,0.037905187700031,0.032993840247335315,0.004794501945081292,0.026803133873831382,0.03591081538420732,0.05684833268860636,0.04660240280293732,0.07213756090536613,0.07112937836088806,0.07355144405566996,-7.734072106585499e-05,0.00039907890925025005,0.0003738421852874929,-0.004204688835829568
11,2,11044,2700,688,0.10233127320191304,0.21768120277883946,0.3379003628982516,0.0024872714858255596,-0.0014664233922944956,-0.007740112954375017,0.016038271560983173,0.03350802390079126,0.10622960610808622,0.020540887681708128,0.036061972017576154,0.0192774920541017,-0.018226996527006212,0.0006272873178683691,-0.005414634055205564,0.07448803634066632,0.006497666893696502,0.02312191080104257,0.010951331508763807,0.032580115214880426,0.05003981173990718,0.045821831465623644,0.037611678377726276,0.06890142966859676,0.06557326757811494,0.07864835640779652,0.007958627760515008,-0.00023478909158169414,-0.006069137521028628,0.0011293446880674795
12,0,12042,2721,667,0.08375426902604349,0.3009190515364004,0.488107763544281,0.0028663578460019143,0.005175540555889061,0.006571124820698962,-0.0038347212836522247,0.024396976572365024,0.16012645164138883,0.05675342997933579,0.02659625998056861,0.009894717968924577,-0.009250371560839871,0.0037177471136553507,-0.005738519512109091,0.09299339469360676,0.044933706084016714,0.021066659833741924,0.016674384827075135,0.053118758820725386,0.062192929451600154,0.06890642333206308,0.07198767669958395,0.08802043272387508,0.10675915369758515,0.0858279833703928,0.0018604247386115659,-0.00013348130190634632,0.001618218479748529,-0.0011233739087697203
12,1,12043,2721,667,0.07982588847651294,0.30455617369456595,0.49564625986830924,-0.009164740720160894,0.0004482512375298078,0.00022114425467372744,-0.0010236441466793505,0.04435475870725805,0.1545874679432209,0.04020488684821018,0.06677819702022272,0.010177547008548499,0.0187046622475221,0.04345553410624084,0.03716856694550025,0.07669373363565599,0.04364612352619146,0.03661165652311924,0.020189312218390106,0.0669765329906838,0.06183147463322847,0.06236391288912675,0.07134814118324798,0.09472333548043135,0.10049247364680887,0.07428708939103879,0.0026137732168278914,0.004946655781945841,0.005546417274175114,-0.0032335803419071387
12,2,12044,2721,667,0.08261414354431623,0.3106809707958514,0.4895264226079128,0.0021504078531939725,-0.0060452071735352855,-0.010664369787952961,0.004773630878224436,0.02867655724178956,0.1628918890869714,0.046605165580842794,0.027224090221228146,0.0004102144520501727,0.006161457281234855,0.0013150289330363606,-0.01028346531144465,0.11371855023027751,0.052425150052911665,0.016272209874749623,0.004235207932404889,0.05323293957407886,0.04881057132830504,0.0613605035159994,0.05544571577331151,0.08452499000370003,0.07472058472442575,0.09959311445040923,-0.002354974795004272,-0.0016457422072900629,-0.0007712306410767644,-0.004819994770719588
13,0,13042,2694,694,0.08498056131427553,0.16289204891464668,0.32099876250105835,-0.0033379058241501448,-0.015655806128329876,-0.011825153709791543,-0.007726120415505788,0.010667997748504684,0.04190343716457536,-0.005802901779407188,-0.009096434478609191,0.003992140967671554,-0.0017750483564923287,0.0012432603265386476,0.009737881425186992,0.06508445290762765,0.08940591685991398,0.02252067932508079,0.005070039370715684,0.026306392878986173,0.049239465906908884,0.018188713600558792,0.04914002314357922,-0.001179226244482967,0.04119382690559957,0.04106416707707936,-0.0029594650000859314,-0.0010999848676838508,0.0006529563641629876,0.0031268734644815444
13,1,13043,2694,694,0.11913514204752937,0.16281578595323937,0.28691717118503346,0.017637230152896286,0.0005008495031042475,0.0137861025811865,0.009078320975153705,0.0056641744917148625,0.04054221227029221,-0.013671086383683261,-0.013007772237851361,-0.00027684249880925715,0.0014565206896002768,-0.003374693905331813,-0.005718852361894742,0.0795847188926576,0.07805489428202605,0.02632244789284537,0.009717978800473998,0.0035231350950365283,0.0421453343096453,0.033200639553866866,0.046586581524376225,0.006508013569975946,0.025546393750610397,0.026519734902721033,-0.009387590346026242,0.007938284049468114,-0.005269350929474614,-0.0022234696255760632
13,2,13044,2694,694,0.09544167741961643,0.15738677090581188,0.3038128339256099,0.0032615045746963835,0.005634486699392474,-0.0035307169721066596,-0.011783469851675825,0.006160951211120503,0.03466228342399772,-0.004518871360764715,-0.013000326627080758,-0.007718519079387068,0.00047885402576730297,-0.0007812356516340713,-0.006805504271535467,0.08598901402125123,0.05800707043774629,0.015843630316714992,-0.002758742576744272,0.02950271138776687,0.04274119317952563,0.023095967764575554,0.0445336096812343,0.008965312987611046,0.03156348232385884,0.04226802817336892,-0.008145479455871824,0.002189573597655281,2.929710482687531e-05,0.001630147422975159
14,0,14042,2688,700,0.07798572460343167,0.22003273941998586,0.33560796560820466,-0.002419622255219389,-0.003201945161489765,0.003796676665182458,-0.006089577625700081,0.0115700777819493,0.12106652023792482,0.021435628856124676,0.0360581963422617,0.0054558951671983295,-0.019432140882139487,-0.00821977904013789,0.01636563548158048,0.07012705546349654,0.016105278663139704,0.0014264661181918215,-0.0014669095717087244,-0.0006310709876963305,0.01912404292606919,0.025020349324743136,0.03506447604433925,0.034502887985896395,0.045941928985448584,0.04381485937004617,0.00045096095954259006,-0.010029815500963041,-0.0003091912731383761,-0.0029647486636644018
14,1,14043,2688,700,0.10199951408877576,0.2917617977567668,0.37372811260718347,-0.001709367454365611,0.021972612529644227,0.0020874393078258806,0.0005465979561140866,0.031837009196226035,0.1735591721975164,0.03613935604448038,0.06497071396170889,0.04125554109965122,0.016832345156290875,-0.003380332593402158,0.001209019727799482,0.06937231852906342,0.023706458489214377,0.005475181174281835,0.001991491081611574,-0.0020098728419167488,0.017140510330788884,0.014165106506548508,0.034034864904709125,0.04607457721027157,0.03205022874148393,0.049965597965635114,0.0066673494876032914,-0.004685869532596432,0.00691303586541262,-0.011169468926749198
14,2,14044,2688,700,0.07989484555806821,0.2750625225737493,0.3766226182521657,-0.006496855094045778,-0.019710890914002584,-0.01071612725962327,0.007973278074741064,0.009786682877762198,0.1627653992615737,0.030997774116165784,0.04563622318737964,0.025898221102501246,-0.012368551846231974,-0.02094671612877815,0.03556603217398058,0.048944397404878257,0.03477335019840371,0.01546492362352822,0.020763610507066294,0.014026235697241119,0.027290763149105716,0.033107488281079525,0.053893264000084116,0.0710940766496036,0.038172540208281945,0.07931619474552751,-0.0049223822915671015,-0.006530840140177957,-0.0073953533206274295,0.018071740133666143
15,0,15042,2759,629,0.09789627331799472,0.23053854714921876,0.40495884346335376,0.004442203778516193,0.0013713847133727433,0.017596526285703924,-0.006405305417313147,-0.005822351616501953,0.10301058949818127,0.0040601018913160175,0.038368156996423694,-0.002810467743043743,-0.04324183048611798,-0.013381392701879874,-0.004973660704733568,0.07192616685112523,0.034411378422774044,0.013424075395060447,-0.011664158051367179,0.026893774203985227,-0.006322688071418369,0.06126653241417682,0.03458373023198032,0.03369624747784698,-0.0006755912591095258,0.025989744937345037,0.011405355534705813,-0.01641883314085541,0.002683646061154443,-0.001364381643827023
15,1,15043,2759,629,0.08381631297133688,0.2819041864769004,0.43677201466392457,0.0034490583694565978,0.0052488053454201895,-0.004578923379355296,-0.01087698202003093,0.037746902223618865,0.13219295360997943,0.038235331371200235,0.07305929173280731,0.02907812184034773,0.01334968018021331,-0.0008414355117805361,0.016249706030152297,0.07254429700372285,0.03993731332581589,0.02499244227212094,0.011748409315444408,0.04725032934284725,0.002884283391385184,0.07456685457429228,0.04196776314793814,0.022621100708707587,0.016185985991865815,0.03787184725949034,0.03410943251460702,0.016424642307206694,0.0073518009202545535,-7.459533210391056e-06
15,2,15044,2759,629,0.0891574936265688,0.24988905171763412,0.42807229318088236,-0.0027769978324351657,-0.0007437876914653793,0.0065922855874014944,-0.014307383847194674,0.028521398087701044,0.0938703208292067,0.036323392370343814,0.07918231918778046,0.023064857097992268,-0.015301785213617797,-0.0022268538954810595,-0.00051515672625361,0.04861398433229243,-0.004999617386370258,0.00920062848043488,-0.0031565425949507007,0.03329988155953466,0.0133511853695162,0.04901817412644478,0.029072845343539218,0.02119530272320347,0.01640735718214062,0.03474339627168181,-0.006224848164887243,0.023452637009961485,0.02377707535344119,-0.0018859475249166369
