base_Degree,base_LocalClustCoeff,base_TriangleCount,base_UniquePartners,base_AvgNeighbourDegree,protein_MedianUniqueRatio,protein_RangeUniqueRatio,protein_MedComplexNodes,protein_RangeComplexNodes,true_label
0.08054947772759515,0.007379088613841968,0.03125782514159313,0.014810304897514741,0.008107711377509055,0.057016073157094956,0.010000617650528548,0.09046538852557133,0.030133023262057104,0
-0.04311377887798026,-0.0038046054052280616,-0.09231508920405168,-0.008652471505965301,-0.011448330396449831,0.05654358152921811,0.0631036317472278,-0.18128105807750877,-0.040459747274232356,0
-0.008652637367927377,-0.003557045562945085,-0.1197159687466055,-0.00608483923087941,-0.021611259389190417,-0.11336426793929488,0.023459071376907222,-0.18338764034248475,-0.05440719664564413,0
-0.008652637367927377,-0.003557045562945085,-0.1197159687466055,-0.00608483923087941,-0.021611259389190417,-0.11336426793929488,0.023459071376907222,-0.18338764034248475,-0.05440719664564413,0
-0.024224778993176915,-0.002627610739405632,-0.10363254388765629,-0.005539157377811871,-0.018910544035037467,-0.11324239776217308,-0.027382459603734963,-0.18060115357451653,-0.018670271678566087,0
-0.024224778993176915,-0.002627610739405632,-0.10363254388765629,-0.005539157377811871,-0.018910544035037467,-0.11324239776217308,-0.027382459603734963,-0.18060115357451653,-0.018670271678566087,0
-0.024224778993176915,-0.002627610739405632,-0.10363254388765629,-0.005539157377811871,-0.018910544035037467,-0.11324239776217308,-0.027382459603734963,-0.18060115357451653,-0.018670271678566087,0
-0.024224778993176915,-0.002627610739405632,-0.10363254388765629,-0.005539157377811871,-0.018910544035037467,-0.11324239776217308,-0.027382459603734963,-0.18060115357451653,-0.018670271678566087,0
0.006047039075682591,0.0032588685181866948,-0.12298675354705847,-0.0007803962912730839,-0.013936777188657533,-0.12138002631003486,0.004138510474897778,-0.18756203957499504,-0.05625007620207968,0
-0.024224778993176915,-0.002627610739405632,-0.10363254388765629,-0.005539157377811871,-0.018910544035037467,-0.11324239776217308,-0.027382459603734963,-0.18060115357451653,-0.018670271678566087,0
-0.006288829572177169,-0.00012238182455483627,-0.11111632978057562,-0.0035427434634579826,-0.022013063338695408,-0.11838196784606057,-0.02693329189481971,-0.1841431530499082,-0.022805587338382106,0
-0.006288829572177169,-0.00012238182455483627,-0.11111632978057562,-0.0035427434634579826,-0.022013063338695408,-0.11838196784606057,-0.02693329189481971,-0.1841431530499082,-0.022805587338382106,0
-0.024224778993176915,-0.002627610739405632,-0.10363254388765629,-0.005539157377811871,-0.018910544035037467,-0.11324239776217308,-0.027382459603734963,-0.18060115357451653,-0.018670271678566087,0
-0.024224778993176915,-0.002627610739405632,-0.10363254388765629,-0.005539157377811871,-0.018910544035037467,-0.11324239776217308,-0.027382459603734963,-0.18060115357451653,-0.018670271678566087,0
-0.006288829572177169,-0.00012238182455483627,-0.11111632978057562,-0.0035427434634579826,-0.022013063338695408,-0.11838196784606057,-0.02693329189481971,-0.1841431530499082,-0.022805587338382106,0
0.0704184801784444,0.012992290496239628,-0.07695496376438317,0.009074238016194107,0.04682436517558537,-0.0307095224347135,0.035116196800928264,-0.0534229797743698,-0.07494960427335055,0
0.051158772896700885,-0.0019367108401444615,0.02175324241124365,0.005142492193716892,-0.0020479190982896607,0.03784791777666713,0.014142612434069073,0.057144532647792845,-0.0013103019896243265,0
-0.05264054229174511,-0.0007744079908224247,0.027221536338123308,-0.0022261629617437335,-0.013093699738250654,0.03077935912978869,0.011242874827725608,0.040705623012720696,0.03370712502063644,0
-0.008698565228680828,0.0020155238357887047,-0.09839089199922087,-0.0014674290138269595,-0.020310827296838817,-0.12299957835815245,-0.02743317383764561,-0.20009693176505383,-0.016701047091999162,0
-0.009206048210714038,0.003537580307181244,-0.012686753451785753,-0.0008560537356287909,-0.030330134643309404,0.021227802707540263,0.004123089043439989,0.03497796503746306,-0.007054818457205354,0
-0.03433744742149171,-0.0029861371709263116,0.0014404511218063373,0.0008164102570500225,-0.03812190369357987,-0.07906599717836357,-0.03550987080630711,-0.1277234239171635,7.54251506076508e-05,0
-0.025492717283439215,-0.002271626720487694,-0.07949690014549324,-0.0002283499427905564,-0.01814103742875994,-0.11421591076920595,-0.025253831308578625,-0.18990256442776357,-0.01673881270825657,0
-0.049856296988093664,-0.0029558515631521965,0.03052303130494254,-0.02203958942234617,-0.007789021325587965,0.03245290996699349,-0.05402259679600576,0.05666731728201691,-0.022985593753902807,1
0.016375964044493197,-0.002254770413430063,-0.1055776490244856,0.004734965417128208,-0.01687917467747092,-0.13344663264939355,-0.026888442783242886,-0.2092952640833246,-0.003301669366406141,0
0.04740060445580429,-0.00017739025803620713,0.02634733698637808,0.0061014913469372295,0.002661902843950485,0.02660338858115748,0.010074633572528075,0.03207559136446638,0.03226593753371047,0
-0.036873187919963975,-0.0027068656977681568,0.010343146302516457,-0.004783855118161537,-0.05183683980561409,-0.08835267906544081,-0.03955457807289497,-0.13020831982567777,-0.0025424854732870117,0
0.05912801813894582,-0.0012668963191554315,0.02033414134701629,0.01630947731137094,-0.004119707984876408,0.01886694367881944,0.013972814947439223,0.023132805241252902,0.02420200657450904,0
