rank,type,feature,mean,std,hit_rate,binom_p
1,real,pair_TriangleCount,0.16140275666526424,0.04911476169871287,1.0,1.401298464324817e-45
2,real,pair_Degree,0.05434431378134041,0.02799544479802878,0.9866666666666667,1.5871106406942878e-41
3,real,pair_AvgNeighborDegree,0.04816437754539939,0.032114706859002355,0.96,2.08925524731209e-35
4,real,pair_LocalClustCoeff,0.03243827127785661,0.01579539441361374,1.0,1.401298464324817e-45
5,NOISE,rand_2,0.00040377283855118405,0.0042897656262439144,,
6,NOISE,rand_0,0.00022317913709266445,0.004382888919983546,,
7,NOISE,rand_4,-1.9498042330564623e-05,0.003962964878727609,,
8,NOISE,rand_3,-0.00021578134877085252,0.004730832626586278,,
9,NOISE,rand_1,-0.00032287552195478395,0.004842534543252096,,
