feature,mean,std,median,min,max,n_splits,rank
base_Degree,0.12544816376639312,0.04420304133010792,0.1275581111556447,0.03504081741408507,0.19238053670752214,15,1
stoich_MedComplexSize,0.10267182576109164,0.0429668963658879,0.10570938972699304,0.0089464003157331,0.15988614823959726,15,2
stoich_MedianRatio,0.07984783401327335,0.034118472256802757,0.08334789198463022,-0.006733619017944145,0.12870838013817815,15,3
protein_MedianUniqueRatio,0.07921944284444243,0.03272773971673271,0.07160309333060434,0.018614125589173476,0.11883722670778929,15,4
protein_MedComplexNodes,0.06591561649714764,0.032063114922701634,0.07282470728184191,0.010914495424494455,0.12159413040352533,15,5
base_UniquePartners,0.014826213676189833,0.025808090685023405,0.01049134690493161,-0.0314645323276485,0.06428712054291649,15,6
stoich_RangeComplexSize,0.0006093295213706963,0.009449091725438109,0.001757579981533075,-0.019719558124598562,0.013630764791372891,15,7
stoich_RangeRatio,-0.0010547835599680128,0.015493071110434393,0.0020163764077537174,-0.037308115785946894,0.01914490564990598,15,8
protein_RangeUniqueRatio,-0.0024952614511720744,0.019903488614266704,-0.00604856678763902,-0.03352266684070877,0.026011563296192874,15,9
protein_RangeComplexNodes,-0.008164384048065002,0.022816174510739185,-0.005087902564696078,-0.0679348850610096,0.0182283325090265,15,10
