comparison,splits_file,n_splits,model,mean_diff,std_diff,cohens_dz,wins,losses,ties,p_greater,p_two_sided
hb_graph_vs_pairwise,chembl_protein_splits.csv,50,LightGBM,0.07667324572929121,0.048969538251166865,1.5657334838656398,48,2,0,1.1333156635373598e-12,2.2666313270747196e-12
hb_graph_vs_hypergraph,chembl_protein_splits.csv,50,LightGBM,-0.00722610963374761,0.018819074479401062,-0.38397794969445215,18,32,0,0.9835804312178658,0.06490864707227217
hypergraph_vs_pairwise,chembl_protein_splits.csv,50,LightGBM,0.08389935536303883,0.04651258782609506,1.8037989130324972,49,1,0,4.529709940470639e-14,9.059419880941277e-14
hyper_flag_vs_hypergraph,chembl_protein_splits.csv,50,LightGBM,-0.001084523462961976,0.014422471560771142,-0.07519678290868397,24,26,0,0.6640944831173172,0.887724827340783
hb_graph_vs_hyper_flag,chembl_protein_splits.csv,50,LightGBM,-0.006141586170785633,0.01930969673436438,-0.3180571013244241,19,31,0,0.9675456764638639,0.11892045255943628
