comparison,split_set,n_splits,model,mean_diff,std_diff,cohens_dz,wins,losses,ties,p_greater,p_two_sided
hb_graph_vs_pairwise,strat,50,RandomForest,0.03999355030023726,0.05223863993300775,0.7655932534140643,41,9,0,2.8070500466270687e-06,5.614100093254137e-06
hb_graph_vs_hypergraph,strat,50,RandomForest,0.01194438356456563,0.02471426337164973,0.4832991938682378,35,15,0,0.003300223983405459,0.006600447966810918
hypergraph_vs_pairwise,strat,50,RandomForest,0.028049166735671628,0.04550022803142567,0.6164621134711433,40,10,0,1.1930665838377763e-05,2.3861331676755526e-05
hyper_flag_vs_hypergraph,strat,50,RandomForest,0.004647977825589153,0.017617972244373784,0.26382024906830365,35,15,0,0.003300223983405459,0.006600447966810918
hb_graph_vs_hyper_flag,strat,50,RandomForest,0.0072964057389764796,0.016623803063436582,0.43891314828101186,36,14,0,0.0013010857283610733,0.0026021714567221466
