split_index,n_train,n_test,train_ess_pct,test_ess_pct,pairwise_pr_auc,hypergraph_pr_auc,hyper_flag_pr_auc,hb_graph_pr_auc
1,2763,625,7.926167209554831,8.48,0.2893379239841867,0.3773790504567687,0.41049789695032324,0.4332264587391447
2,2693,695,7.98366134422577,8.201438848920864,0.22839362714304146,0.23698329464951565,0.26665742976781914,0.2588771305525313
3,2704,684,7.803254437869822,8.91812865497076,0.2890038978363051,0.3379275408409306,0.3162320242357777,0.3473296958438633
4,2773,615,7.825459790840244,8.94308943089431,0.396567438612452,0.4081835674443507,0.399567830562021,0.40816688711160465
5,2599,789,7.5798383993843785,9.505703422053232,0.2774999380343446,0.2781705271053737,0.2978641167476579,0.2897361177376899
6,2705,683,8.317929759704251,6.881405563689605,0.2669081316068187,0.3439028457724833,0.36545660461417984,0.3585609149468348
7,2782,606,8.267433501078362,6.9306930693069315,0.2179777951445327,0.3209307757258278,0.35944039262731603,0.41583325968077484
8,2743,645,7.874589865111192,8.682170542635658,0.4406967196701681,0.4264760972380629,0.4591881787243723,0.47682388705382023
9,2813,575,8.24742268041237,6.956521739130435,0.28090817686979636,0.381921994388418,0.45470329297901596,0.48698116231595895
10,2763,625,7.781397032211365,9.120000000000001,0.3404066531760631,0.47643159761414017,0.4334714547223349,0.44576483660339683
11,2740,648,8.321167883211679,6.790123456790123,0.3877412615523538,0.3870485958831176,0.4488164069216687,0.4870359643890431
12,2752,636,7.776162790697675,9.119496855345911,0.3624355288353227,0.38259716639783165,0.42982680749663976,0.4463791054882741
13,2670,718,7.715355805243446,9.192200557103064,0.21587662052309176,0.2372909035094513,0.2819456738361133,0.27042957433158243
14,2713,675,8.367121267969038,6.666666666666667,0.3262754018736212,0.47837084647699396,0.4578904698472422,0.44343873272747103
15,2731,657,7.945807396558037,8.37138508371385,0.3645501662068033,0.43476845243532247,0.44705302468699065,0.4785957760627056
16,2752,636,8.357558139534884,6.60377358490566,0.3297391164903991,0.5137677527592082,0.5118236937492754,0.5100207899790673
17,2702,686,7.66099185788305,9.475218658892128,0.285644116678721,0.32452525248871683,0.34741579688244467,0.3411931419541311
18,2693,695,7.760861492759005,9.06474820143885,0.19453104804931778,0.29264540520192134,0.3297833969234775,0.38391896435544637
19,2736,652,8.150584795321638,7.515337423312883,0.2444661609325155,0.44830718772065126,0.43829649990382613,0.421404249639449
20,2637,751,8.418657565415245,6.657789613848203,0.2746150407284745,0.4374014168507044,0.47076891167538026,0.5980183660997269
21,2775,613,8.108108108108109,7.6672104404567705,0.31612468747521943,0.42900998438238847,0.4775192927573195,0.49126910441051047
22,2701,687,8.293224731580896,6.986899563318777,0.19749284700313366,0.2598911714600241,0.24139314014589733,0.2549766630096771
23,2809,579,8.081167675329299,7.772020725388601,0.2413902099465029,0.4174626237587583,0.4613230900589308,0.47155134571496554
24,2805,583,8.306595365418895,6.689536878216123,0.19583595694447292,0.27970063064405704,0.2909740588611182,0.2876801835103056
25,2652,736,7.7300150829562595,9.103260869565217,0.26392890840695954,0.4065576610341305,0.46726507242048154,0.5196763396253089
26,2778,610,8.099352051835854,7.704918032786885,0.20105378985694441,0.2852678290770696,0.3031566638858424,0.3012060903412608
27,2780,608,8.16546762589928,7.401315789473683,0.32153357888186224,0.32812890010538065,0.3451516869454116,0.3709391686813058
28,2781,607,8.054656598345918,7.907742998352553,0.18932969939739236,0.39529987984242704,0.39342561223382305,0.42617477716069757
29,2652,736,8.182503770739064,7.4728260869565215,0.17595293338679574,0.18371830138925277,0.20649753788384118,0.20707976419944304
30,2637,751,7.887751232461131,8.5219707057257,0.24452269306996402,0.23788386762696145,0.3030049862049094,0.35156436347964637
31,2748,640,8.333333333333332,6.71875,0.27814922444462065,0.38286755652280013,0.39375512880757507,0.3942837920416403
32,2692,696,8.283803863298662,7.040229885057471,0.47860688335999746,0.5193664464174383,0.4827099971033736,0.4892005924897694
33,2742,646,8.096280087527353,7.739938080495357,0.23657484996586245,0.42761701388690376,0.44076755795543854,0.4553979846224144
34,2753,635,8.318198329095532,6.771653543307086,0.25848179204904664,0.3779431202122294,0.4522613099838758,0.4240061958726794
35,2775,613,7.747747747747748,9.29853181076672,0.3071177220860431,0.48367227130838675,0.5156952083141977,0.5535207255371035
36,2737,651,8.293752283522105,6.912442396313365,0.16504381000956755,0.26930187971484726,0.2509124437152784,0.27974611376020747
