model,family,n_splits,pairwise_mean,pairwise_std,hypergraph_mean,hypergraph_std,hb_graph_mean,hb_graph_std,H1_mean_diff,H1_dz,H1_wins,H1_losses,H1_p,H2_mean_diff,H2_dz,H2_wins,H2_losses,H2_p,total_mean_diff,total_dz,total_wins,total_losses,total_p
TabPFN,Amortised,50,0.36035547890747344,0.05552956229554884,0.46860732596807236,0.061607858710394876,0.510937316649156,0.06191808934036705,0.10825184706059884,2.1901357214381787,50,0,8.881784197001252e-16,0.04232999068108379,1.304505345792693,45,5,2.104926011270436e-09,0.15058183774168263,3.124331291846768,50,0,8.881784197001252e-16
RandomForest,Bagged trees,50,0.3328886954087913,0.050262653916938516,0.39786580856646414,0.0630180120419302,0.41989017786366845,0.06337063616151264,0.0649771131576729,1.1982462223109998,45,5,2.104926011270436e-09,0.022024369297204333,0.8941804686556937,43,7,1.049338713698944e-07,0.08700148245487722,1.5104738358469285,48,2,1.1333156635373598e-12
LightGBM,Boosted trees,50,0.3337691808072643,0.0529891900783994,0.3856688954510774,0.06363550300705005,0.4195616685696814,0.06931028653190094,0.05189971464381313,1.1581134443598176,41,9,2.8070500466270687e-06,0.03389277311860388,1.0836923463807293,43,7,1.049338713698944e-07,0.08579248776241702,1.6931799776403533,49,1,4.529709940470639e-14
XGBoost,Boosted trees,50,0.3367505551683878,0.05289290899174501,0.40802722680597603,0.06230404078769836,0.4286971486560045,0.06626044662059832,0.07127667163758825,1.4284740326119567,45,5,2.104926011270436e-09,0.020669921850028503,0.5768809860400566,37,13,0.0004681114554259125,0.09194659348761675,1.5784199985451421,46,4,2.2308910274659866e-10
RBF-SVM,Kernel,50,0.2141806134810503,0.027365363800851604,0.27173615777252635,0.04627292726244704,0.27109708069672417,0.04334182214585888,0.05755554429147608,1.2183173136445076,45,5,2.104926011270436e-09,-0.0006390770758022224,-0.01623309591218189,27,23,0.3359055168826828,0.05691646721567386,1.187308989034386,43,7,1.049338713698944e-07
LogisticRegression,Linear,50,0.13912525237965903,0.014427411725345594,0.20339750569349033,0.02658990298381366,0.2228754459025784,0.03311991735581428,0.06427225331383123,2.5667768735241268,50,0,8.881784197001252e-16,0.019477940209088124,1.3166585907487312,47,3,1.8541612689659814e-11,0.08375019352291936,2.701105658937941,50,0,8.881784197001252e-16
MLP,Neural,50,0.17209289738527814,0.04035681629024379,0.3415665231234417,0.08129873212894954,0.3240845602184196,0.08023555965496583,0.16947362573816357,2.2352144026096923,50,0,8.881784197001252e-16,-0.01748196290502218,-0.22973176468820594,23,27,0.7600561691508361,0.1519916628331414,1.9337722248421658,48,2,1.1333156635373598e-12
