model,family,tier,split_index,pr_auc,n_train,n_test,n_features,seed,best_params
LogisticRegression,Linear,pairwise,1,0.1272605484960985,2711,677,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,1,0.21486667083710287,2711,677,8,42,{'clf__C': np.float64(0.008111941985431923)}
LogisticRegression,Linear,hb_graph,1,0.22982654263029337,2711,677,14,42,{'clf__C': np.float64(0.006026889128682512)}
LogisticRegression,Linear,pairwise,2,0.13413306498170136,2711,677,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,2,0.2333882522377655,2711,677,8,42,{'clf__C': np.float64(4.5705630998014515)}
LogisticRegression,Linear,hb_graph,2,0.24917191565326904,2711,677,14,42,{'clf__C': np.float64(14.528246637516036)}
LogisticRegression,Linear,pairwise,3,0.14327784206845917,2713,675,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,3,0.19267693329715463,2713,675,8,42,{'clf__C': np.float64(21.42302175774105)}
LogisticRegression,Linear,hb_graph,3,0.2154707121473268,2713,675,14,42,{'clf__C': np.float64(4.5705630998014515)}
LogisticRegression,Linear,pairwise,4,0.11267381430249396,2710,678,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,4,0.17633597286538683,2710,678,8,42,{'clf__C': np.float64(3.4702669886504163)}
LogisticRegression,Linear,hb_graph,4,0.18255607081859876,2710,678,14,42,{'clf__C': np.float64(0.006026889128682512)}
LogisticRegression,Linear,pairwise,5,0.13168143229734453,2710,678,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,5,0.15606600308967122,2710,678,8,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hb_graph,5,0.19789691940641121,2710,678,14,42,{'clf__C': np.float64(56.69849511478853)}
LogisticRegression,Linear,pairwise,6,0.1314129968594785,2713,675,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,6,0.19113583437313011,2713,675,8,42,{'clf__C': np.float64(56.69849511478853)}
LogisticRegression,Linear,hb_graph,6,0.18394908175139493,2713,675,14,42,{'clf__C': np.float64(14.528246637516036)}
LogisticRegression,Linear,pairwise,7,0.1650110721290618,2711,677,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,7,0.2406012792748291,2711,677,8,42,{'clf__C': np.float64(0.028585493941961918)}
LogisticRegression,Linear,hb_graph,7,0.28373297292275845,2711,677,14,42,{'clf__C': np.float64(3.4702669886504163)}
LogisticRegression,Linear,pairwise,8,0.13356492306563572,2712,676,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,8,0.1844805899115879,2712,676,8,42,{'clf__C': np.float64(21.42302175774105)}
LogisticRegression,Linear,hb_graph,8,0.2086809619640554,2712,676,14,42,{'clf__C': np.float64(0.9846738873614566)}
LogisticRegression,Linear,pairwise,9,0.14832122342395004,2711,677,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,9,0.26352144128201327,2711,677,8,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,hb_graph,9,0.27284486614953013,2711,677,14,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,pairwise,10,0.14844076234956666,2711,677,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,10,0.2608363928070291,2711,677,8,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hb_graph,10,0.28548117615903684,2711,677,14,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,pairwise,11,0.1295750041159574,2711,677,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,11,0.19786457847382824,2711,677,8,42,{'clf__C': np.float64(3.4702669886504163)}
LogisticRegression,Linear,hb_graph,11,0.20813981254831604,2711,677,14,42,{'clf__C': np.float64(21.42302175774105)}
LogisticRegression,Linear,pairwise,12,0.12436184809471915,2711,677,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,12,0.1938330200746559,2711,677,8,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hb_graph,12,0.21887182038968772,2711,677,14,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,pairwise,13,0.12652858865937672,2711,677,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,13,0.2528105994665404,2711,677,8,42,{'clf__C': np.float64(56.69849511478853)}
LogisticRegression,Linear,hb_graph,13,0.289957280288042,2711,677,14,42,{'clf__C': np.float64(56.69849511478853)}
LogisticRegression,Linear,pairwise,14,0.14274542545404223,2712,676,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,14,0.20351581633314503,2712,676,8,42,{'clf__C': np.float64(0.028585493941961918)}
LogisticRegression,Linear,hb_graph,14,0.2501031458344037,2712,676,14,42,{'clf__C': np.float64(56.69849511478853)}
LogisticRegression,Linear,pairwise,15,0.13507905957283559,2712,676,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,15,0.2102094593191127,2712,676,8,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hb_graph,15,0.25288548607954175,2712,676,14,42,{'clf__C': np.float64(70.72114131472235)}
LogisticRegression,Linear,pairwise,16,0.1456346262268385,2710,678,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,16,0.21383229639708437,2710,678,8,42,{'clf__C': np.float64(56.69849511478853)}
LogisticRegression,Linear,hb_graph,16,0.23879837351094657,2710,678,14,42,{'clf__C': np.float64(3.4702669886504163)}
LogisticRegression,Linear,pairwise,17,0.1428503194592009,2712,676,4,42,{'clf__C': np.float64(0.006026889128682512)}
LogisticRegression,Linear,hypergraph,17,0.1699684605564593,2712,676,8,42,{'clf__C': np.float64(4.5705630998014515)}
LogisticRegression,Linear,hb_graph,17,0.17475170812958377,2712,676,14,42,{'clf__C': np.float64(0.4205156450913872)}
LogisticRegression,Linear,pairwise,18,0.12462217448099744,2711,677,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,18,0.16380083189640962,2711,677,8,42,{'clf__C': np.float64(1.0129197956845732)}
LogisticRegression,Linear,hb_graph,18,0.16809156079114865,2711,677,14,42,{'clf__C': np.float64(21.42302175774105)}
LogisticRegression,Linear,pairwise,19,0.16149680571591063,2713,675,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,19,0.22677767609296723,2713,675,8,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hb_graph,19,0.23309830318186106,2713,675,14,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,pairwise,20,0.1357245461049567,2711,677,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,20,0.1868682158280271,2711,677,8,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hb_graph,20,0.19849915878584268,2711,677,14,42,{'clf__C': np.float64(0.0019517224641449498)}
LogisticRegression,Linear,pairwise,21,0.1521116601831976,2712,676,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,21,0.20969094676214792,2712,676,8,42,{'clf__C': np.float64(56.69849511478853)}
LogisticRegression,Linear,hb_graph,21,0.22708625783912118,2712,676,14,42,{'clf__C': np.float64(70.72114131472235)}
LogisticRegression,Linear,pairwise,22,0.15157309211474143,2713,675,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,22,0.19680435432772272,2713,675,8,42,{'clf__C': np.float64(4.5705630998014515)}
LogisticRegression,Linear,hb_graph,22,0.22285359883747316,2713,675,14,42,{'clf__C': np.float64(21.42302175774105)}
LogisticRegression,Linear,pairwise,23,0.14941092583616278,2710,678,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,23,0.17577525740045125,2710,678,8,42,{'clf__C': np.float64(70.72114131472235)}
LogisticRegression,Linear,hb_graph,23,0.1885082903550259,2710,678,14,42,{'clf__C': np.float64(0.9846738873614566)}
LogisticRegression,Linear,pairwise,24,0.15024173226911333,2712,676,4,42,{'clf__C': np.float64(0.001267425589893723)}
