pair_Degree,pair_LocalClustCoeff,pair_TriangleCount,pair_AvgNeighborDegree,true_label
0.021891557499466117,-0.0693780352132601,0.08388294563679186,-0.04750078762717307,0
0.12481126429787251,-0.014248092194637761,0.10633673903442992,-0.10672116862862853,0
-0.15004256915742262,-0.015072656289670847,-0.1496603820542154,-0.0164315705547625,0
-0.07468759293943503,-0.004037883610841274,-0.17715194411162105,-0.056521948095240936,0
-0.05764163867322068,0.002936256791460541,-0.12826230254165943,-0.0014667093068349113,0
-0.05764163867322068,0.002936256791460541,-0.12826230254165943,-0.0014667093068349113,0
-0.05059403875142071,0.0040514476585224515,-0.11302471839302597,0.011021746828295152,0
-0.05918263057886639,-0.008038458615648914,-0.14515902654792368,-0.0649634785222352,0
-0.06704145759424063,0.00042943661809770296,-0.16044807334460395,-0.017246860659692897,0
-0.0758748079223677,-0.010470187631699223,-0.12333267319719177,0.03782672321797624,0
-0.04167293831901462,-0.007203651456762191,-0.11314574653549883,0.053677867850528846,0
-0.07409501833689423,-0.018571618620531003,-0.1440047733454831,-0.024797850827903947,0
-0.07409501833689423,-0.018571618620531003,-0.1440047733454831,-0.024797850827903947,0
-0.022604448288405868,-0.04141312882073174,0.033561559831906285,-0.01620261797997751,0
-0.01996773379289618,-0.0375466804892806,0.03888655339432438,0.014352132101041686,1
-0.04167293831901462,-0.007203651456762191,-0.11314574653549883,0.053677867850528846,1
-0.015362741099717962,-0.06154917809452715,-0.0842020903239616,-0.03214497987196981,0
-0.013699681238060153,0.014308175176200786,0.07332542844630417,-0.013031234624795548,0
-0.013699681238060153,0.014308175176200786,0.07332542844630417,-0.013031234624795548,0
-0.013699681238060153,0.014308175176200786,0.07332542844630417,-0.013031234624795548,1
-0.013699681238060153,0.014308175176200786,0.07332542844630417,-0.013031234624795548,0
-0.014150785703586128,-0.07755987337200378,0.005554533519204303,0.027531829583911177,0
-0.06267016501442467,-0.0006681456476432026,-0.14755326362077828,-0.05802018354017456,0
-0.06267016501442467,-0.0006681456476432026,-0.14755326362077828,-0.05802018354017456,0
0.05897252679787987,-0.02942241172399736,0.07304064237797525,-0.11278507879239323,1
-0.05764163867322068,0.002936256791460541,-0.12826230254165943,-0.0014667093068349113,1
-0.05764163867322068,0.002936256791460541,-0.12826230254165943,-0.0014667093068349113,1
-0.05764163867322068,0.002936256791460541,-0.12826230254165943,-0.0014667093068349113,1
-0.05764163867322068,0.002936256791460541,-0.12826230254165943,-0.0014667093068349113,1
-0.04167293831901462,-0.007203651456762191,-0.11314574653549883,0.053677867850528846,1
0.07232566419991188,-0.012522090788234257,0.1056649795885662,-0.020260997760475324,0
0.01238293908123992,-0.022966083157366937,0.07084005524784404,-0.017175075860047653,0
0.014372395766032331,0.010843344132652371,0.06555858246355412,-0.06585725626362268,0
0.06907350977398281,-0.016082909808781395,0.10042622497192834,-0.03424073274655618,0
-0.15004256915742262,-0.015072656289670847,-0.1496603820542154,-0.0164315705547625,0
-0.0005487628941152587,-0.04237903628356834,0.046597706076730645,-0.018891610632396406,0
0.02367861850051893,-0.08023019057271183,-0.02437903373593755,0.015914031077841947,1
0.02367861850051893,-0.08023019057271183,-0.02437903373593755,0.015914031077841947,0
-0.06753867627583884,-6.670356376037051e-05,-0.16186455918682,-0.017426440526337725,0
-0.0266641724321047,-0.04679071790668718,0.016037726176839302,-0.044343404174095366,0
-0.0758748079223677,-0.010470187631699223,-0.12333267319719177,0.03782672321797624,0
-0.0758748079223677,-0.010470187631699223,-0.12333267319719177,0.03782672321797624,0
-0.013095451714751934,-0.052767959175691256,-0.031826911155707495,-0.023994020939564053,1
-0.030844791756070994,-0.04872543831533197,-0.17027611839787357,-0.04839589133440231,0
-0.0758748079223677,-0.010470187631699223,-0.12333267319719177,0.03782672321797624,0
-0.0758748079223677,-0.010470187631699223,-0.12333267319719177,0.03782672321797624,0
-0.06499640431868091,-0.035295550342176595,-0.14289204474462353,0.006447793093156721,0
-0.06829866760637333,-0.0024226784310569295,-0.15662921588325263,-0.010495382476132157,0
-0.06829866760637333,-0.0024226784310569295,-0.15662921588325263,-0.010495382476132157,0
-0.052214059003976285,0.00019515449959212758,-0.11827328722870589,-0.0018813314972704618,0
-0.06894784838472681,-0.0007758185413281379,-0.15704846055507302,-0.012696625528135726,0
-0.06776720884941703,-0.005783679193343613,-0.15596883267664238,-0.0055800436984286255,0
-0.06776720884941703,-0.005783679193343613,-0.15596883267664238,-0.0055800436984286255,0
-0.05581862311579591,-0.05230061201956797,-0.13942217277026123,-0.00916023827758013,0
-0.06894784838472681,-0.0007758185413281379,-0.15704846055507302,-0.012696625528135726,0
-0.15004256915742262,-0.015072656289670847,-0.1496603820542154,-0.0164315705547625,0
-0.15004256915742262,-0.015072656289670847,-0.1496603820542154,-0.0164315705547625,0
-0.15004256915742262,-0.015072656289670847,-0.1496603820542154,-0.0164315705547625,0
-0.15004256915742262,-0.015072656289670847,-0.1496603820542154,-0.0164315705547625,0
-0.15004256915742262,-0.015072656289670847,-0.1496603820542154,-0.0164315705547625,0
-0.15004256915742262,-0.015072656289670847,-0.1496603820542154,-0.0164315705547625,0
-0.15004256915742262,-0.015072656289670847,-0.1496603820542154,-0.0164315705547625,0
-0.15004256915742262,-0.015072656289670847,-0.1496603820542154,-0.0164315705547625,0
-0.15004256915742262,-0.015072656289670847,-0.1496603820542154,-0.0164315705547625,0
-0.15004256915742262,-0.015072656289670847,-0.1496603820542154,-0.0164315705547625,0
-0.15004256915742262,-0.015072656289670847,-0.1496603820542154,-0.0164315705547625,0
0.05911371435340212,-0.01688106277030592,-0.12168707770010763,0.01786193875341337,0
-0.0758302804113433,-0.02603390616745609,-0.1496502507489837,-0.06382974996088764,0
-0.0758302804113433,-0.02603390616745609,-0.1496502507489837,-0.06382974996088764,0
-0.0758302804113433,-0.02603390616745609,-0.1496502507489837,-0.06382974996088764,0
-0.06560384977870384,-0.013419383938602127,-0.14316904675788228,-0.0634755366327999,0
-0.0758302804113433,-0.02603390616745609,-0.1496502507489837,-0.06382974996088764,0
-0.0758302804113433,-0.02603390616745609,-0.1496502507489837,-0.06382974996088764,0
-0.0810104069597473,-0.01674492702120517,-0.1455990793622953,-0.04276861772415922,0
-0.07392468717342285,-0.01320909623422346,-0.1351369725523862,-0.0005056691934663606,0
-0.03783754977015263,-0.01781031559483621,-0.11630070937285827,0.04934623558591685,0
-0.06820369436683119,-0.0005205631433531991,-0.15683627207469708,-0.002541951067856441,0
0.0028411189758303884,0.009687017228732612,0.025889199446546014,-0.008679528320645056,1
0.024708738944788994,0.030778269963380293,0.08269313310725186,-0.012563980649791109,1
-0.043022406215496176,-0.015502127097363044,-0.1595420489911122,-0.02606049354643876,0
-0.008740453882724653,-0.03292446878361756,0.050027584082950174,0.02147521194260381,0
-0.05059403875142071,0.0040514476585224515,-0.11302471839302597,0.011021746828295152,1
-0.0008358577115894087,0.011413761701999035,0.06359391838729349,0.017348910645898295,1
0.0028411189758303884,0.009687017228732612,0.025889199446546014,-0.008679528320645056,0
-0.07392468717342285,-0.01320909623422346,-0.1351369725523862,-0.0005056691934663606,1
